trade_id,strategy_name,symbol,direction,entry_time,exit_time,entry_price,exit_price,pnl_R,pnl_usd,exit_reason,session,regime,regime_snapshot_id,structure_state,volatility_state,orderflow_state,macro_state,oi_state,cvd_state,funding_state,coinbase_premium_state,etf_flow_state,setup_type,original_regime_snapshot_id,original_oi_state,original_funding_state,original_orderflow_state,original_etf_flow_state,original_macro_state
T0296,ATR_ETH_3m,ETHUSDT,short,2025-12-14 13:00:00,2025-12-14 14:00:00,3092.1308,3099.21,-0.554,-17.6585,SL,weekend,range,range_W50_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W50_2025,unknown,unknown,unknown,unknown,unknown
T0297,BTP_ETH_30m,ETHUSDT,short,2025-12-15 02:30:00,2025-12-15 10:00:00,3118.1482,3162.6405,-1.035,-110.7662,SL,Asia,range,range_W51_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W51_2025,unknown,unknown,unknown,unknown,unknown
T0298,ATR_ETH_3m,ETHUSDT,short,2025-12-15 15:39:00,2025-12-15 21:21:00,2996.6303,2938.07,0.494,142.8154,SL,overlap,trend_down,trend_down_20251215,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0299,BAW_ETH_5m,ETHUSDT,short,2025-12-16 10:45:00,2025-12-16 11:45:00,2948.2451,2949.86,-0.209,-7.858,TIME,London,trend_down,trend_down_20251216,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0300,BTP_BTC_1H,BTCUSDT,short,2025-12-16 16:00:00,2025-12-16 17:00:00,87530.2461,87539.0,0.274,22.5434,BE,NY,trend_down,trend_down_20251216,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0301,BAW_ETH_5m,ETHUSDT,short,2025-12-17 01:20:00,2025-12-17 02:05:00,2959.1741,2944.1182,1.644,34.4091,TP2,Asia,trend_down,trend_down_20251217,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0302,BAW_ETH_5m,ETHUSDT,short,2025-12-17 13:50:00,2025-12-17 13:55:00,2937.2762,2944.2713,-2.088,-21.6112,EXT,overlap,trend_down,trend_down_20251217,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0303,ATR_ETH_3m,ETHUSDT,short,2025-12-17 14:39:00,2025-12-17 14:48:00,2924.7075,2916.6,0.735,22.9616,TP2,overlap,trend_down,trend_down_20251217,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0304,BTP_BTC_1H,BTCUSDT,short,2025-12-18 11:00:00,2025-12-18 13:00:00,87259.3732,87791.7086,-1.082,-49.5046,SL,London,trend_down,trend_down_20251218,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0305,BTP_ETH_30m,ETHUSDT,short,2025-12-18 14:30:00,2025-12-18 17:00:00,2948.7951,2872.9444,1.14,174.4437,TP2,overlap,trend_down,trend_down_20251218,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0306,BTP_BTC_1H,BTCUSDT,short,2025-12-18 16:00:00,2025-12-18 17:00:00,87975.8015,87211.1187,0.308,48.5251,TP2,NY,trend_down,trend_down_20251218,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0307,BAW_ETH_5m,ETHUSDT,long,2025-12-18 19:05:00,2025-12-18 19:40:00,2830.513,2802.9842,-1.171,-76.693,EXT,NY,trend_down,trend_down_20251218,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0308,BTP_ETH_30m,ETHUSDT,short,2025-12-19 04:30:00,2025-12-19 07:00:00,2919.758,2949.4247,-1.049,-79.955,SL,Asia,trend_down,trend_down_20251219,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W51_2025,unknown,unknown,unknown,unknown,unknown
T0309,BTP_BTC_1H,BTCUSDT,short,2025-12-19 09:00:00,2025-12-19 15:00:00,88059.4932,88762.5918,-1.063,-63.6327,SL,London,range,range_W51_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W51_2025,unknown,unknown,unknown,unknown,unknown
T0310,BAW_ETH_5m,ETHUSDT,short,2025-12-19 14:45:00,2025-12-19 15:45:00,2972.4227,2959.12,0.548,29.8154,TIME,overlap,range,range_W51_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W51_2025,unknown,unknown,unknown,unknown,unknown
T0311,ATR_ETH_3m,ETHUSDT,long,2025-12-19 16:06:00,2025-12-19 17:18:00,2980.9481,2984.75,0.085,5.8156,SL,NY,range,range_W51_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W51_2025,unknown,unknown,unknown,unknown,unknown
T0312,BAW_ETH_5m,ETHUSDT,short,2025-12-19 16:35:00,2025-12-19 17:30:00,2983.4116,2957.8047,1.322,60.6232,TP2,NY,range,range_W51_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W51_2025,unknown,unknown,unknown,unknown,unknown
T0313,BAW_ETH_5m,ETHUSDT,long,2025-12-19 17:35:00,2025-12-19 17:45:00,2968.1268,2953.9331,-1.395,-39.6152,EXT,NY,range,range_W51_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W51_2025,unknown,unknown,unknown,unknown,unknown
T0314,BTP_ETH_30m,ETHUSDT,short,2025-12-19 15:00:00,2025-12-20 01:00:00,2964.8035,2978.0,-0.221,-37.1329,TIME,overlap,range,range_W51_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W51_2025,unknown,unknown,unknown,unknown,unknown
T0315,BTP_ETH_30m,ETHUSDT,short,2025-12-20 21:00:00,2025-12-21 07:00:00,2980.6719,2976.5,0.147,6.7474,TIME,weekend,range,range_W51_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W51_2025,unknown,unknown,unknown,unknown,unknown
T0316,BTP_BTC_1H,BTCUSDT,short,2025-12-21 10:00:00,2025-12-21 13:00:00,88624.2367,88239.1062,1.009,52.297,TP2,weekend,range,range_W51_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W51_2025,unknown,unknown,unknown,unknown,unknown
T0317,BTP_ETH_30m,ETHUSDT,short,2025-12-21 10:00:00,2025-12-21 13:30:00,2999.99,2980.0056,1.806,82.615,TP2,weekend,range,range_W51_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W51_2025,unknown,unknown,unknown,unknown,unknown
T0318,BAW_ETH_5m,ETHUSDT,short,2025-12-22 08:30:00,2025-12-22 09:30:00,3043.6856,3040.47,0.182,4.1736,TIME,London,range,range_W52_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W52_2025,unknown,unknown,unknown,unknown,unknown
T0319,BTP_ETH_30m,ETHUSDT,short,2025-12-22 02:00:00,2025-12-22 12:00:00,2997.0003,3053.76,-0.784,-145.7914,TIME,Asia,range,range_W52_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W52_2025,unknown,unknown,unknown,unknown,unknown
T0320,BAW_ETH_5m,ETHUSDT,short,2025-12-25 15:30:00,2025-12-25 15:40:00,2944.4755,2965.23,-3.21,-56.6146,SL,overlap,range,range_W52_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W52_2025,unknown,unknown,unknown,unknown,unknown
T0321,BTP_ETH_30m,ETHUSDT,short,2025-12-26 02:30:00,2025-12-26 04:30:00,2972.0428,2972.34,0.388,31.188,BE,Asia,range,range_W52_2025,range,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W52_2025,unknown,unknown,unknown,unknown,unknown
T0322,BTP_ETH_30m,ETHUSDT,short,2025-12-29 01:00:00,2025-12-29 01:30:00,2959.1641,2982.6672,-1.063,-63.3187,SL,Asia,range,range_W01_2026,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0323,ATR_ETH_3m,ETHUSDT,long,2025-12-29 00:48:00,2025-12-29 03:33:00,2968.2268,3027.24,2.098,139.8413,TP2,Asia,range,range_W01_2026,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0324,BAW_ETH_5m,ETHUSDT,long,2025-12-30 14:10:00,2025-12-30 14:50:00,2974.2074,2998.001,3.732,56.2497,TP2,overlap,range,range_W01_2026,range,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0325,ATR_ETH_3m,ETHUSDT,long,2025-12-30 15:48:00,2025-12-30 16:51:00,2988.4588,2979.82,-0.592,-25.4304,CH_IN,overlap,range,range_W01_2026,range,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0326,BAW_ETH_5m,ETHUSDT,short,2025-12-31 14:15:00,2025-12-31 14:45:00,3009.339,2982.2568,3.217,63.7454,TP2,overlap,range,range_W01_2026,range,medium,unknown,flow_driven,unknown,unknown,positive,unknown,inflow,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0327,BAW_ETH_5m,ETHUSDT,long,2025-12-31 16:50:00,2025-12-31 17:50:00,2974.2874,2976.27,0.066,1.2494,TIME,NY,range,range_W01_2026,range,medium,unknown,flow_driven,unknown,unknown,positive,unknown,inflow,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0328,ATR_ETH_3m,ETHUSDT,long,2026-01-01 14:51:00,2026-01-01 15:06:00,2984.9085,2980.91,-1.355,-13.7967,SL,overlap,range,range_W01_2026,range,low,bearish,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0329,ATR_ETH_3m,ETHUSDT,long,2026-01-02 10:09:00,2026-01-02 11:15:00,3058.2958,3042.48,-0.511,-42.5358,SL,London,range,range_W01_2026,range,low,neutral,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0330,ATR_ETH_3m,ETHUSDT,long,2026-01-02 14:42:00,2026-01-02 14:51:00,3058.4258,3086.43,1.354,67.287,TP2,overlap,range,range_W01_2026,range,medium,neutral,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0331,BAW_ETH_5m,ETHUSDT,short,2026-01-02 14:55:00,2026-01-02 15:00:00,3080.9819,3093.9909,-1.467,-35.4177,EXT,overlap,range,range_W01_2026,range,medium,neutral,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0332,BAW_ETH_5m,ETHUSDT,short,2026-01-02 22:10:00,2026-01-02 22:40:00,3132.3367,3140.4273,-1.95,-23.1219,EXT,Asia,range,range_W01_2026,range,high,bullish,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,range_W01_2026,unknown,unknown,unknown,unknown,unknown
T0333,ATR_ETH_3m,ETHUSDT,long,2026-01-05 00:54:00,2026-01-05 01:39:00,3165.8766,3206.27,1.329,87.4841,TP2,Asia,range,range_W02_2026,range,medium,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0334,ATR_ETH_3m,ETHUSDT,long,2026-01-05 14:54:00,2026-01-05 15:06:00,3172.9373,3157.31,-0.992,-40.6888,SL,overlap,range,range_W02_2026,range,high,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0335,ATR_ETH_3m,ETHUSDT,long,2026-01-05 15:30:00,2026-01-05 17:57:00,3180.158,3212.21,1.118,66.9564,TP2,overlap,range,range_W02_2026,range,high,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0336,BTP_BTC_1H,BTCUSDT,long,2026-01-06 20:00:00,2026-01-06 21:00:00,92482.0473,93130.1687,0.417,52.4019,TP2,NY,range,range_W02_2026,range,high,bullish,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0337,BTP_ETH_30m,ETHUSDT,long,2026-01-07 10:30:00,2026-01-07 14:30:00,3216.8417,3185.5953,-1.051,-76.6001,SL,London,range,range_W02_2026,range,high,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0338,BAW_ETH_5m,ETHUSDT,long,2026-01-08 06:05:00,2026-01-08 06:15:00,3137.5137,3120.64,-1.32,-44.0854,SL,Asia,range,range_W02_2026,range,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0339,BTP_ETH_30m,ETHUSDT,long,2026-01-08 07:00:00,2026-01-08 14:00:00,3120.312,3076.2799,-1.035,-109.5859,SL,London,range,range_W02_2026,range,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0340,BAW_ETH_5m,ETHUSDT,long,2026-01-08 14:30:00,2026-01-08 14:40:00,3080.048,3057.1,-1.514,-59.6289,SL,overlap,range,range_W02_2026,range,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0341,BTP_ETH_30m,ETHUSDT,long,2026-01-08 15:00:00,2026-01-09 01:00:00,3102.3002,3138.19,0.563,83.0158,TIME,overlap,range,range_W02_2026,range,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0342,ATR_ETH_3m,ETHUSDT,short,2026-01-09 01:33:00,2026-01-09 02:06:00,3102.9397,3121.66,-1.153,-42.054,SL,Asia,range,range_W02_2026,range,high,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0343,BAW_ETH_5m,ETHUSDT,short,2026-01-09 13:35:00,2026-01-09 14:10:00,3098.7401,3080.4119,1.86,40.6105,TP2,overlap,range,range_W02_2026,range,high,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0344,BTP_BTC_1H,BTCUSDT,long,2026-01-09 10:00:00,2026-01-09 15:00:00,90452.6444,90891.9812,0.634,56.7842,TP2,London,range,range_W02_2026,range,medium,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0345,ATR_ETH_3m,ETHUSDT,long,2026-01-11 15:09:00,2026-01-11 16:12:00,3117.0217,3115.39,-0.328,-7.676,CH_IN,weekend,range,range_W02_2026,range,low,bullish,flow_driven,flat,unknown,positive,unknown,outflow,unknown,range_W02_2026,unknown,unknown,unknown,unknown,unknown
T0346,BTP_ETH_30m,ETHUSDT,long,2026-01-12 14:30:00,2026-01-12 15:00:00,3104.1904,3115.7931,0.226,28.4809,TP2,overlap,range,range_W03_2026,range,low,bullish,event_risk,rising,unknown,positive,unknown,neutral,unknown,range_W03_2026,unknown,unknown,unknown,unknown,unknown
T0347,ATR_ETH_3m,ETHUSDT,long,2026-01-13 15:33:00,2026-01-13 16:00:00,3153.7753,3186.56,1.513,71.5851,TP2,overlap,range,range_W03_2026,range,medium,bullish,neutral,flat,unknown,neutral,unknown,neutral,unknown,range_W03_2026,unknown,unknown,unknown,unknown,unknown
T0348,ATR_ETH_3m,ETHUSDT,long,2026-01-14 14:06:00,2026-01-14 14:36:00,3309.6709,3324.14,1.17,27.2185,TP2,overlap,trend_up,trend_up_20260114,trend_up,high,bullish,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,trend_up_W03_2026,unknown,unknown,unknown,unknown,unknown
T0349,BAW_ETH_5m,ETHUSDT,short,2026-01-14 19:30:00,2026-01-14 20:30:00,3369.0531,3372.0,-0.14,-10.3103,TIME,NY,trend_up,trend_up_20260114,trend_up,high,bullish,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,trend_up_W03_2026,unknown,unknown,unknown,unknown,unknown
T0350,BTP_ETH_30m,ETHUSDT,long,2026-01-15 03:30:00,2026-01-15 04:00:00,3285.1185,3284.79,0.386,18.519,BE,Asia,trend_up,trend_up_20260115,trend_up,high,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,trend_up_W03_2026,unknown,unknown,unknown,unknown,unknown
T0351,BTP_ETH_30m,ETHUSDT,long,2026-01-15 18:00:00,2026-01-15 18:30:00,3299.6399,3269.4528,-1.055,-72.3646,SL,NY,trend_up,trend_up_20260115,trend_up,high,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,trend_up_W03_2026,unknown,unknown,unknown,unknown,unknown
T0352,BTP_ETH_30m,ETHUSDT,long,2026-01-16 05:00:00,2026-01-16 05:30:00,3289.889,3304.6581,0.725,39.4291,TP2,Asia,trend_up,trend_up_20260116,trend_up,high,bullish,neutral,flat,unknown,neutral,unknown,neutral,unknown,trend_up_W03_2026,unknown,unknown,unknown,unknown,unknown
T0353,BTP_BTC_1H,BTCUSDT,long,2026-01-15 21:00:00,2026-01-16 10:00:00,95554.8545,95272.6,-0.409,-25.9039,TIME,Asia,range,range_W03_2026,range,high,bullish,neutral,flat,unknown,positive,unknown,neutral,unknown,range_W03_2026,unknown,unknown,unknown,unknown,unknown
T0354,ATR_ETH_3m,ETHUSDT,short,2026-01-16 13:36:00,2026-01-16 14:00:00,3300.2499,3309.85,-1.463,-25.5667,SL,overlap,range,range_W03_2026,range,high,bullish,neutral,flat,unknown,neutral,unknown,neutral,unknown,range_W03_2026,unknown,unknown,unknown,unknown,unknown
T0355,BTP_ETH_30m,ETHUSDT,long,2026-01-16 16:00:00,2026-01-17 02:00:00,3277.8878,3283.99,0.127,10.2123,TIME,NY,range,range_W03_2026,range,medium,bullish,neutral,flat,unknown,neutral,unknown,neutral,unknown,range_W03_2026,unknown,unknown,unknown,unknown,unknown
T0356,BTP_BTC_1H,BTCUSDT,long,2026-01-16 17:00:00,2026-01-17 06:00:00,95051.1042,95191.0,0.085,7.2885,TIME,NY,range,range_W03_2026,range,medium,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W03_2026,unknown,unknown,unknown,unknown,unknown
T0357,ATR_ETH_3m,ETHUSDT,long,2026-01-18 13:39:00,2026-01-18 14:18:00,3324.6224,3340.0,1.628,30.5544,TP2,weekend,trend_up,trend_up_20260118,trend_up,low,bullish,neutral,flat,unknown,negative,unknown,neutral,unknown,trend_up_W03_2026,unknown,unknown,unknown,unknown,unknown
T0358,ATR_ETH_3m,ETHUSDT,short,2026-01-19 13:21:00,2026-01-19 16:54:00,3211.9588,3222.5,-1.175,-25.2958,SL,overlap,range,range_W04_2026,range,low,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W04_2026,unknown,unknown,unknown,unknown,unknown
T0359,BAW_ETH_5m,ETHUSDT,long,2026-01-20 08:20:00,2026-01-20 08:30:00,3113.3013,3103.6233,-1.71,-27.0645,EXT,London,range,range_W04_2026,range,low,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W04_2026,unknown,unknown,unknown,unknown,unknown
T0360,ATR_ETH_3m,ETHUSDT,short,2026-01-20 15:18:00,2026-01-20 16:24:00,3010.119,3024.55,-0.205,-39.7063,SL,overlap,range,range_W04_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W04_2026,unknown,unknown,unknown,unknown,unknown
T0361,BTP_ETH_30m,ETHUSDT,short,2026-01-21 20:30:00,2026-01-22 01:30:00,3030.057,3030.36,0.257,38.1617,BE,NY,range,range_W04_2026,range,high,bullish,flow_driven,flat,unknown,positive,unknown,outflow,unknown,range_W04_2026,unknown,unknown,unknown,unknown,unknown
T0362,BAW_ETH_5m,ETHUSDT,long,2026-01-22 19:05:00,2026-01-22 19:45:00,2944.7544,2960.732,1.67,36.9433,TP2,NY,trend_down,trend_down_20260122,trend_down,high,bullish,neutral,flat,unknown,negative,unknown,neutral,unknown,trend_down_W04_2026,unknown,unknown,unknown,unknown,unknown
T0363,ATR_ETH_3m,ETHUSDT,long,2026-01-23 06:03:00,2026-01-23 06:24:00,2972.0472,2957.73,-1.593,-39.8796,SL,Asia,trend_down,trend_down_20260123,trend_down,high,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,trend_down_W04_2026,unknown,unknown,unknown,unknown,unknown
T0364,BTP_ETH_30m,ETHUSDT,short,2026-01-23 18:00:00,2026-01-23 19:30:00,2994.3105,2947.3625,0.946,91.3427,TP2,NY,trend_down,trend_down_20260123,trend_down,high,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,trend_down_W04_2026,unknown,unknown,unknown,unknown,unknown
T0365,BTP_BTC_1H,BTCUSDT,short,2026-01-23 19:00:00,2026-01-23 20:00:00,89929.3062,89567.4125,0.267,34.8641,TP2,NY,range,range_W04_2026,range,high,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W04_2026,unknown,unknown,unknown,unknown,unknown
T0366,ATR_ETH_3m,ETHUSDT,long,2026-01-24 15:03:00,2026-01-24 15:51:00,2962.9863,2956.45,-1.271,-20.2948,SL,weekend,range,range_W04_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,range_W04_2026,unknown,unknown,unknown,unknown,unknown
T0367,BTP_ETH_30m,ETHUSDT,short,2026-01-26 08:30:00,2026-01-26 09:00:00,2910.9489,2911.24,0.295,26.1382,BE,London,trend_down,trend_down_20260126,trend_down,medium,bullish,flow_driven,flat,unknown,positive,unknown,outflow,unknown,trend_down_W05_2026,unknown,unknown,unknown,unknown,unknown
T0368,BAW_ETH_5m,ETHUSDT,short,2026-01-26 12:20:00,2026-01-26 13:20:00,2901.4498,2906.77,-0.656,-17.5022,TIME,overlap,trend_down,trend_down_20260126,trend_down,medium,bullish,flow_driven,flat,unknown,positive,unknown,outflow,unknown,trend_down_W05_2026,unknown,unknown,unknown,unknown,unknown
T0369,BTP_ETH_30m,ETHUSDT,short,2026-01-26 15:00:00,2026-01-26 15:30:00,2920.9279,2901.215,0.544,56.1595,TP2,overlap,trend_down,trend_down_20260126,trend_down,medium,bullish,flow_driven,flat,unknown,positive,unknown,outflow,unknown,trend_down_W05_2026,unknown,unknown,unknown,unknown,unknown
T0370,ATR_ETH_3m,ETHUSDT,long,2026-01-26 14:33:00,2026-01-26 15:39:00,2918.5818,2892.0,-0.918,-60.6565,SL,overlap,trend_down,trend_down_20260126,trend_down,medium,bullish,flow_driven,flat,unknown,positive,unknown,outflow,unknown,trend_down_W05_2026,unknown,unknown,unknown,unknown,unknown
T0371,BTP_ETH_30m,ETHUSDT,short,2026-01-26 19:00:00,2026-01-26 20:30:00,2924.8275,2907.5763,1.017,55.7316,TP2,NY,trend_down,trend_down_20260126,trend_down,medium,bullish,flow_driven,flat,unknown,positive,unknown,outflow,unknown,trend_down_W05_2026,unknown,unknown,unknown,unknown,unknown
T0372,BAW_ETH_5m,ETHUSDT,short,2026-01-27 14:25:00,2026-01-27 15:25:00,2927.3072,2914.57,1.884,28.8838,TIME,overlap,range,range_W05_2026,range,low,bullish,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,range_W05_2026,unknown,unknown,unknown,unknown,unknown
T0373,BTP_ETH_30m,ETHUSDT,short,2026-01-27 17:00:00,2026-01-27 17:30:00,2946.3153,2925.195,0.22,35.4066,TP2,NY,range,range_W05_2026,range,medium,bullish,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,range_W05_2026,unknown,unknown,unknown,unknown,unknown
T0374,BAW_ETH_5m,ETHUSDT,short,2026-01-27 19:00:00,2026-01-27 19:40:00,2970.5029,2982.3894,-1.501,-33.7613,EXT,NY,range,range_W05_2026,range,medium,bullish,flow_driven,flat,unknown,neutral,unknown,inflow,unknown,range_W05_2026,unknown,unknown,unknown,unknown,unknown
T0375,ATR_ETH_3m,ETHUSDT,long,2026-01-28 09:36:00,2026-01-28 10:15:00,3010.681,3022.62,0.769,27.8001,TP2,London,range,range_W05_2026,range,low,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W05_2026,unknown,unknown,unknown,unknown,unknown
T0376,BAW_ETH_5m,ETHUSDT,short,2026-01-28 17:55:00,2026-01-28 18:55:00,3013.0587,3013.82,-0.164,-5.6451,TIME,NY,range,range_W05_2026,range,medium,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W05_2026,unknown,unknown,unknown,unknown,unknown
T0377,BTP_ETH_30m,ETHUSDT,short,2026-01-28 11:00:00,2026-01-28 21:00:00,3019.238,3013.02,0.175,11.6961,TIME,London,range,range_W05_2026,range,low,bullish,flow_driven,flat,unknown,positive,unknown,inflow,unknown,range_W05_2026,unknown,unknown,unknown,unknown,unknown
T0378,BTP_BTC_1H,BTCUSDT,short,2026-01-28 14:00:00,2026-01-29 01:00:00,89569.1422,89393.9937,0.519,49.1233,TP2,overlap,range,range_W05_2026,range,medium,bullish,flow_driven,flat,unknown,negative,unknown,outflow,unknown,range_W05_2026,unknown,unknown,unknown,unknown,unknown
T0379,ATR_ETH_3m,ETHUSDT,short,2026-01-30 15:18:00,2026-01-30 15:30:00,2728.5471,2700.36,1.398,71.315,TP2,overlap,trend_down,trend_down_20260130,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W05_2026,unknown,unknown,unknown,unknown,unknown
T0380,BAW_ETH_5m,ETHUSDT,long,2026-01-30 15:30:00,2026-01-30 16:30:00,2721.3921,2724.59,0.057,5.0632,TIME,overlap,trend_down,trend_down_20260130,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W05_2026,unknown,unknown,unknown,unknown,unknown
T0381,ATR_ETH_3m,ETHUSDT,short,2026-02-01 10:33:00,2026-02-01 11:39:00,2399.75,2407.99,-0.331,-29.5027,SL,weekend,trend_down,trend_down_20260201,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W05_2026,unknown,unknown,unknown,unknown,unknown
T0382,BTP_ETH_30m,ETHUSDT,short,2026-02-02 16:30:00,2026-02-02 18:30:00,2356.8043,2357.04,0.184,33.4383,BE,NY,trend_down,trend_down_20260202,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
T0383,BTP_BTC_1H,BTCUSDT,short,2026-02-02 16:00:00,2026-02-03 02:00:00,78580.9411,78588.8,0.429,50.3346,BE,NY,trend_down,trend_down_20260202,trend_down,high,bullish,flow_driven,flat,unknown,negative,unknown,inflow,unknown,trend_down_W06_2026,unknown,unknown,unknown,unknown,unknown
