trade_id,strategy_name,symbol,direction,entry_time,exit_time,entry_price,exit_price,pnl_R,pnl_usd,exit_reason,session,regime,regime_snapshot_id,structure_state,volatility_state,orderflow_state,macro_state,oi_state,cvd_state,funding_state,coinbase_premium_state,etf_flow_state,setup_type,original_regime_snapshot_id,original_oi_state,original_funding_state,original_orderflow_state,original_etf_flow_state,original_macro_state
T0210,ATR_ETH_3m,ETHUSDT,short,2025-10-21 13:06:00,2025-10-21 13:36:00,3869.493,3889.9,-0.993,-43.3036,SL,overlap,range,range_W43_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W43_2025,unknown,unknown,unknown,unknown,unknown
T0211,BAW_ETH_5m,ETHUSDT,short,2025-10-21 14:25:00,2025-10-21 14:45:00,3912.1687,3945.4515,-1.201,-67.5562,EXT,overlap,range,range_W43_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W43_2025,unknown,unknown,unknown,unknown,unknown
T0212,BTP_ETH_30m,ETHUSDT,short,2025-10-21 16:30:00,2025-10-21 20:00:00,4027.6172,3935.2462,0.784,151.9249,TP2,NY,range,range_W43_2025,range,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W43_2025,unknown,unknown,unknown,unknown,unknown
T0213,BTP_ETH_30m,ETHUSDT,short,2025-10-23 07:00:00,2025-10-23 13:00:00,3876.6423,3834.6863,0.968,59.85,TP2,London,trend_down,trend_down_20251023,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W43_2025,unknown,unknown,unknown,unknown,unknown
T0214,BAW_ETH_5m,ETHUSDT,long,2025-10-23 14:20:00,2025-10-23 15:05:00,3832.7632,3865.6022,1.302,60.5097,TP2,overlap,trend_down,trend_down_20251023,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W43_2025,unknown,unknown,unknown,unknown,unknown
T0215,ATR_ETH_3m,ETHUSDT,long,2025-10-23 15:09:00,2025-10-23 16:21:00,3871.7571,3871.15,-0.082,-4.9261,SL,overlap,trend_down,trend_down_20251023,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W43_2025,unknown,unknown,unknown,unknown,unknown
T0216,BTP_ETH_30m,ETHUSDT,short,2025-10-23 17:00:00,2025-10-23 18:30:00,3885.1314,3867.8225,0.355,43.4976,TP2,NY,trend_down,trend_down_20251023,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W43_2025,unknown,unknown,unknown,unknown,unknown
T0217,BAW_ETH_5m,ETHUSDT,short,2025-10-24 12:35:00,2025-10-24 13:35:00,3974.3425,3948.4483,1.786,45.1152,TP2,overlap,trend_down,trend_down_20251024,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W43_2025,unknown,unknown,unknown,unknown,unknown
T0218,BAW_ETH_5m,ETHUSDT,long,2025-10-24 13:50:00,2025-10-24 14:05:00,3940.824,3913.2029,-1.248,-56.3174,EXT,overlap,trend_down,trend_down_20251024,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W43_2025,unknown,unknown,unknown,unknown,unknown
T0219,ATR_ETH_3m,ETHUSDT,long,2025-10-25 10:36:00,2025-10-25 11:39:00,3942.4042,3938.41,-0.63,-11.3485,CH_IN,weekend,range,range_W43_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W43_2025,unknown,unknown,unknown,unknown,unknown
T0220,BTP_ETH_30m,ETHUSDT,short,2025-10-25 07:30:00,2025-10-25 17:30:00,3926.8973,3933.27,-0.187,-15.9213,TIME,weekend,range,range_W43_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W43_2025,unknown,unknown,unknown,unknown,unknown
T0221,BTP_ETH_30m,ETHUSDT,short,2025-10-25 19:00:00,2025-10-26 05:00:00,3956.1443,3940.85,0.552,25.2448,TIME,weekend,range,range_W43_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W43_2025,unknown,unknown,unknown,unknown,unknown
T0222,BAW_ETH_5m,ETHUSDT,long,2025-10-27 11:30:00,2025-10-27 12:30:00,4148.2648,4142.03,-1.08,-15.0224,TIME,London,range,range_W44_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W44_2025,unknown,unknown,unknown,unknown,unknown
T0223,BAW_ETH_5m,ETHUSDT,long,2025-10-27 19:05:00,2025-10-27 20:05:00,4204.2904,4154.35,-3.763,-92.8383,TIME,NY,range,range_W44_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W44_2025,unknown,unknown,unknown,unknown,unknown
T0224,BAW_ETH_5m,ETHUSDT,long,2025-10-28 14:50:00,2025-10-28 15:35:00,4108.1708,4093.3226,-1.572,-30.8573,EXT,overlap,range,range_W44_2025,range,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W44_2025,unknown,unknown,unknown,unknown,unknown
T0225,ATR_ETH_3m,ETHUSDT,short,2025-10-29 13:36:00,2025-10-29 14:03:00,3999.85,3976.18,1.4,38.409,TP2,overlap,range,range_W44_2025,range,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W44_2025,unknown,unknown,unknown,unknown,unknown
T0226,BAW_ETH_5m,ETHUSDT,short,2025-10-31 09:00:00,2025-10-31 10:00:00,3846.8253,3845.5,-0.036,-1.1662,TIME,London,range,range_W44_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W44_2025,unknown,unknown,unknown,unknown,unknown
T0227,BTP_ETH_30m,ETHUSDT,short,2025-10-31 12:00:00,2025-10-31 12:30:00,3868.9931,3844.6369,0.561,32.1097,TP2,overlap,trend_down,trend_down_20251031,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W44_2025,unknown,unknown,unknown,unknown,unknown
T0228,ATR_ETH_3m,ETHUSDT,long,2025-10-31 13:18:00,2025-10-31 13:30:00,3859.3159,3841.21,-1.065,-38.9361,SL,overlap,trend_down,trend_down_20251031,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W44_2025,unknown,unknown,unknown,unknown,unknown
T0229,BTP_BTC_1H,BTCUSDT,short,2025-10-31 15:00:00,2025-10-31 16:00:00,110149.084,109775.1125,0.345,36.0719,TP2,overlap,range,range_W44_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W44_2025,unknown,unknown,unknown,unknown,unknown
T0230,BTP_ETH_30m,ETHUSDT,short,2025-11-01 09:00:00,2025-11-01 15:00:00,3875.0825,3898.7228,-1.082,-49.5046,SL,weekend,range,range_W44_2025,range,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W44_2025,unknown,unknown,unknown,unknown,unknown
T0231,ATR_ETH_3m,ETHUSDT,long,2025-11-01 08:27:00,2025-11-01 15:03:00,3866.3766,3890.05,1.883,39.7372,TP2,weekend,range,range_W44_2025,range,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W44_2025,unknown,unknown,unknown,unknown,unknown
T0232,BTP_ETH_30m,ETHUSDT,short,2025-11-01 16:00:00,2025-11-01 17:30:00,3883.7116,3875.9456,0.502,30.0984,TP2,weekend,range,range_W44_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W44_2025,unknown,unknown,unknown,unknown,unknown
T0233,BAW_ETH_5m,ETHUSDT,long,2025-11-03 23:05:00,2025-11-04 00:05:00,3578.6578,3598.48,1.592,37.7925,TIME,Asia,trend_down,trend_down_20251103,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0234,ATR_ETH_3m,ETHUSDT,short,2025-11-04 15:51:00,2025-11-04 16:57:00,3499.0201,3428.29,1.754,140.6206,TP2,overlap,trend_down,trend_down_20251104,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0235,BTP_ETH_30m,ETHUSDT,short,2025-11-05 17:00:00,2025-11-05 18:30:00,3434.6665,3463.8164,-1.059,-67.4021,SL,NY,trend_down,trend_down_20251105,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0236,BTP_BTC_1H,BTCUSDT,short,2025-11-05 19:00:00,2025-11-06 01:00:00,103939.605,102690.3438,0.947,71.0526,TP2,NY,trend_down,trend_down_20251105,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0237,ATR_ETH_3m,ETHUSDT,short,2025-11-06 14:06:00,2025-11-06 15:42:00,3362.4937,3298.77,2.007,132.2779,TP2,overlap,trend_down,trend_down_20251106,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0238,BAW_ETH_5m,ETHUSDT,long,2025-11-07 01:35:00,2025-11-07 02:35:00,3295.5295,3322.99,1.148,58.7448,TIME,Asia,trend_down,trend_down_20251107,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0239,BTP_ETH_30m,ETHUSDT,short,2025-11-07 18:30:00,2025-11-07 20:30:00,3424.5075,3454.8886,-1.056,-70.2875,SL,NY,trend_down,trend_down_20251107,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0240,ATR_ETH_3m,ETHUSDT,long,2025-11-08 06:36:00,2025-11-08 07:06:00,3453.3953,3436.04,-1.17,-41.4418,SL,weekend,trend_down,trend_down_20251108,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0241,BTP_ETH_30m,ETHUSDT,short,2025-11-09 12:30:00,2025-11-09 14:00:00,3440.2959,3474.5666,-1.05,-78.4616,SL,weekend,trend_down,trend_down_20251109,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0242,BTP_ETH_30m,ETHUSDT,short,2025-11-09 14:30:00,2025-11-09 19:30:00,3504.6595,3578.1719,-1.024,-161.0671,SL,weekend,trend_down,trend_down_20251109,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0243,BAW_ETH_5m,ETHUSDT,short,2025-11-09 23:05:00,2025-11-10 00:00:00,3589.1011,3558.6017,2.947,59.9832,TP2,weekend,trend_down,trend_down_20251109,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W45_2025,unknown,unknown,unknown,unknown,unknown
T0244,BAW_ETH_5m,ETHUSDT,short,2025-11-11 01:00:00,2025-11-11 01:15:00,3577.2822,3636.93,-5.243,-128.8053,3BAR,Asia,trend_down,trend_down_20251111,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W46_2025,unknown,unknown,unknown,unknown,unknown
T0245,BTP_ETH_30m,ETHUSDT,short,2025-11-11 01:30:00,2025-11-11 11:30:00,3579.602,3572.4,0.065,11.3397,TIME,Asia,trend_down,trend_down_20251111,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W46_2025,unknown,unknown,unknown,unknown,unknown
T0246,BAW_ETH_5m,ETHUSDT,short,2025-11-12 01:20:00,2025-11-12 02:05:00,3432.2267,3450.2868,-1.353,-43.2144,EXT,Asia,trend_down,trend_down_20251112,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W46_2025,unknown,unknown,unknown,unknown,unknown
T0247,BAW_ETH_5m,ETHUSDT,short,2025-11-12 17:40:00,2025-11-12 18:40:00,3430.3469,3431.03,-0.1,-5.2434,TIME,NY,trend_down,trend_down_20251112,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W46_2025,unknown,unknown,unknown,unknown,unknown
T0248,BAW_ETH_5m,ETHUSDT,long,2025-11-13 03:15:00,2025-11-13 03:30:00,3420.192,3454.9144,0.732,72.3914,TP2,Asia,trend_down,trend_down_20251113,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W46_2025,unknown,unknown,unknown,unknown,unknown
T0249,BAW_ETH_5m,ETHUSDT,long,2025-11-13 12:15:00,2025-11-13 13:15:00,3492.1392,3484.72,-0.972,-19.684,TIME,overlap,trend_down,trend_down_20251113,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W46_2025,unknown,unknown,unknown,unknown,unknown
T0250,ATR_ETH_3m,ETHUSDT,long,2025-11-15 16:45:00,2025-11-15 17:24:00,3184.6284,3204.58,1.131,42.6272,TP2,weekend,trend_down,trend_down_20251115,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W46_2025,unknown,unknown,unknown,unknown,unknown
T0251,BTP_ETH_30m,ETHUSDT,short,2025-11-15 18:00:00,2025-11-15 20:30:00,3211.8188,3179.9162,0.667,46.6234,TP2,weekend,trend_down,trend_down_20251115,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W46_2025,unknown,unknown,unknown,unknown,unknown
T0252,BTP_ETH_30m,ETHUSDT,short,2025-11-16 10:00:00,2025-11-16 11:00:00,3233.2766,3209.7387,1.307,74.7973,TP2,weekend,trend_down,trend_down_20251116,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W46_2025,unknown,unknown,unknown,unknown,unknown
T0253,BAW_ETH_5m,ETHUSDT,long,2025-11-16 23:05:00,2025-11-17 00:05:00,3048.6448,3096.56,1.097,114.1266,TIME,weekend,trend_down,trend_down_20251116,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W46_2025,unknown,unknown,unknown,unknown,unknown
T0254,BAW_ETH_5m,ETHUSDT,short,2025-11-17 11:35:00,2025-11-17 12:10:00,3210.6689,3187.1026,2.599,51.3,TP2,London,trend_down,trend_down_20251117,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0255,BTP_ETH_30m,ETHUSDT,short,2025-11-17 11:30:00,2025-11-17 13:00:00,3202.2497,3193.9806,0.829,62.9366,TP2,London,trend_down,trend_down_20251117,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0256,BAW_ETH_5m,ETHUSDT,short,2025-11-18 14:40:00,2025-11-18 15:40:00,3062.0138,3108.88,-1.637,-118.5427,TIME,overlap,trend_down,trend_down_20251118,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0257,BTP_ETH_30m,ETHUSDT,short,2025-11-18 17:00:00,2025-11-19 00:00:00,3123.9576,3077.1544,0.741,111.027,TP2,NY,trend_down,trend_down_20251118,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0258,BTP_BTC_1H,BTCUSDT,short,2025-11-18 18:00:00,2025-11-19 04:00:00,93281.2709,91481.4437,1.157,91.4901,TP2,NY,trend_down,trend_down_20251118,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0259,ATR_ETH_3m,ETHUSDT,short,2025-11-19 16:33:00,2025-11-19 20:21:00,2942.2257,2897.72,0.402,109.6992,SL,NY,trend_down,trend_down_20251119,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0260,BTP_BTC_1H,BTCUSDT,short,2025-11-20 03:00:00,2025-11-20 14:00:00,92395.3595,90837.6438,1.584,103.97,TP2,Asia,trend_down,trend_down_20251120,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0261,ATR_ETH_3m,ETHUSDT,short,2025-11-20 16:15:00,2025-11-20 21:18:00,2896.7903,2869.74,0.313,86.7984,SL,NY,trend_down,trend_down_20251120,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0262,BAW_ETH_5m,ETHUSDT,long,2025-11-21 02:20:00,2025-11-21 02:30:00,2847.2547,2826.2509,-1.234,-59.0764,EXT,Asia,trend_down,trend_down_20251121,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0263,BTP_ETH_30m,ETHUSDT,short,2025-11-22 23:00:00,2025-11-23 01:30:00,2776.7723,2807.6084,-1.045,-87.0377,SL,weekend,trend_down,trend_down_20251122,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0264,BTP_ETH_30m,ETHUSDT,short,2025-11-23 02:30:00,2025-11-23 04:00:00,2819.438,2842.8646,-1.06,-66.0671,SL,weekend,trend_down,trend_down_20251123,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0265,BAW_ETH_5m,ETHUSDT,short,2025-11-23 04:20:00,2025-11-23 05:20:00,2835.3864,2823.46,0.676,27.7971,TIME,weekend,trend_down,trend_down_20251123,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0266,BTP_BTC_1H,BTCUSDT,short,2025-11-23 05:00:00,2025-11-23 16:00:00,86306.6685,87236.8489,-1.046,-84.5821,SL,weekend,trend_down,trend_down_20251123,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0267,ATR_ETH_3m,ETHUSDT,long,2025-11-23 15:36:00,2025-11-23 16:30:00,2830.463,2824.82,-0.423,-14.9664,SL,weekend,trend_down,trend_down_20251123,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W47_2025,unknown,unknown,unknown,unknown,unknown
T0268,BAW_ETH_5m,ETHUSDT,long,2025-11-24 04:30:00,2025-11-24 05:05:00,2827.5827,2872.6555,2.822,115.8028,TP2,Asia,trend_down,trend_down_20251124,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0269,BAW_ETH_5m,ETHUSDT,short,2025-11-24 14:35:00,2025-11-24 14:50:00,2827.7872,2788.3134,1.857,100.9445,TP2,overlap,trend_down,trend_down_20251124,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0270,ATR_ETH_3m,ETHUSDT,short,2025-11-25 14:42:00,2025-11-25 15:45:00,2878.6121,2906.88,-0.813,-77.3998,CH_IN,overlap,trend_down,trend_down_20251125,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0271,BAW_ETH_5m,ETHUSDT,long,2025-11-25 22:15:00,2025-11-25 22:35:00,2922.4022,2951.1876,1.915,70.1243,TP2,Asia,trend_down,trend_down_20251125,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0272,BAW_ETH_5m,ETHUSDT,short,2025-11-26 01:45:00,2025-11-26 02:45:00,2969.1131,2959.84,0.882,19.6738,TIME,Asia,trend_down,trend_down_20251126,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0273,BTP_BTC_1H,BTCUSDT,short,2025-11-26 02:00:00,2025-11-26 03:00:00,87663.7327,87280.4313,0.472,36.1503,TP2,Asia,trend_down,trend_down_20251126,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0274,BTP_ETH_30m,ETHUSDT,short,2025-11-25 23:30:00,2025-11-26 09:30:00,2957.9442,2905.84,1.445,128.3625,TIME,Asia,trend_down,trend_down_20251125,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0275,ATR_ETH_3m,ETHUSDT,short,2025-11-26 15:45:00,2025-11-26 16:00:00,2911.9388,2936.72,-1.51,-67.5766,SL,overlap,trend_down,trend_down_20251126,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0276,BTP_ETH_30m,ETHUSDT,short,2025-11-26 16:30:00,2025-11-26 17:00:00,2944.8555,2970.227,-1.058,-68.3665,SL,NY,trend_down,trend_down_20251126,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0277,BTP_BTC_1H,BTCUSDT,short,2025-11-28 16:00:00,2025-11-29 05:00:00,90871.012,90712.5,0.045,9.3327,TIME,NY,trend_down,trend_down_20251128,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0278,BAW_ETH_5m,ETHUSDT,short,2025-11-29 05:00:00,2025-11-29 06:00:00,3035.0465,3031.07,0.496,6.0764,TIME,weekend,trend_down,trend_down_20251129,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W48_2025,unknown,unknown,unknown,unknown,unknown
T0279,ATR_ETH_3m,ETHUSDT,short,2025-12-01 00:09:00,2025-12-01 15:33:00,2925.9674,2746.6,1.766,433.4346,TP2,Asia,trend_down,trend_down_20251201,trend_down,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W49_2025,unknown,unknown,unknown,unknown,unknown
T0280,BAW_ETH_5m,ETHUSDT,short,2025-12-02 01:10:00,2025-12-02 02:05:00,2802.4797,2788.3282,1.005,34.1225,TP2,Asia,trend_down,trend_down_20251202,trend_down,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W49_2025,unknown,unknown,unknown,unknown,unknown
T0281,ATR_ETH_3m,ETHUSDT,long,2025-12-02 15:30:00,2025-12-02 20:12:00,2972.2872,3003.09,0.246,73.975,SL,overlap,trend_down,trend_down_20251202,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W49_2025,unknown,unknown,unknown,unknown,unknown
T0282,ATR_ETH_3m,ETHUSDT,long,2025-12-04 15:36:00,2025-12-04 16:39:00,3200.9501,3178.82,-0.739,-55.6019,CH_IN,overlap,range,range_W49_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W49_2025,unknown,unknown,unknown,unknown,unknown
T0283,BAW_ETH_5m,ETHUSDT,short,2025-12-05 15:05:00,2025-12-05 16:00:00,3131.1869,3091.6773,1.47,90.8855,TP2,overlap,range,range_W49_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W49_2025,unknown,unknown,unknown,unknown,unknown
T0284,BAW_ETH_5m,ETHUSDT,short,2025-12-05 18:15:00,2025-12-05 18:50:00,3042.3757,3002.6718,4.438,94.1273,TP2,NY,trend_down,trend_down_20251205,trend_down,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,trend_down_W49_2025,unknown,unknown,unknown,unknown,unknown
T0285,BAW_ETH_5m,ETHUSDT,short,2025-12-06 03:15:00,2025-12-06 04:15:00,3036.0564,3033.47,0.151,2.6391,TIME,weekend,range,range_W49_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W49_2025,unknown,unknown,unknown,unknown,unknown
T0286,ATR_ETH_3m,ETHUSDT,short,2025-12-07 14:24:00,2025-12-07 15:30:00,2952.9547,2960.99,-0.109,-24.1584,SL,weekend,range,range_W49_2025,range,low,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W49_2025,unknown,unknown,unknown,unknown,unknown
T0287,BAW_ETH_5m,ETHUSDT,short,2025-12-07 16:00:00,2025-12-07 16:55:00,3007.4192,3029.7167,-1.235,-59.3561,EXT,weekend,range,range_W49_2025,range,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W49_2025,unknown,unknown,unknown,unknown,unknown
T0288,BAW_ETH_5m,ETHUSDT,long,2025-12-07 21:30:00,2025-12-07 21:35:00,3127.6327,3112.7441,-1.398,-39.4525,EXT,weekend,range,range_W49_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W49_2025,unknown,unknown,unknown,unknown,unknown
T0289,ATR_ETH_3m,ETHUSDT,long,2025-12-08 13:09:00,2025-12-08 13:24:00,3155.8756,3139.43,-0.909,-42.8332,SL,overlap,range,range_W50_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W50_2025,unknown,unknown,unknown,unknown,unknown
T0290,BAW_ETH_5m,ETHUSDT,long,2025-12-08 15:00:00,2025-12-08 15:05:00,3138.1138,3108.888,-1.179,-73.5988,EXT,overlap,range,range_W50_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W50_2025,unknown,unknown,unknown,unknown,unknown
T0291,BAW_ETH_5m,ETHUSDT,long,2025-12-08 19:00:00,2025-12-08 20:00:00,3100.59,3129.8169,2.256,66.9468,TP2,NY,range,range_W50_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W50_2025,unknown,unknown,unknown,unknown,unknown
T0292,ATR_ETH_3m,ETHUSDT,long,2025-12-09 15:00:00,2025-12-09 16:00:00,3162.0962,3274.45,2.021,248.1371,TP2,overlap,range,range_W50_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W50_2025,unknown,unknown,unknown,unknown,unknown
T0293,BAW_ETH_5m,ETHUSDT,short,2025-12-10 10:05:00,2025-12-10 11:05:00,3349.955,3312.7,1.811,79.6578,TIME,London,range,range_W50_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W50_2025,unknown,unknown,unknown,unknown,unknown
T0294,ATR_ETH_3m,ETHUSDT,long,2025-12-10 13:00:00,2025-12-10 14:36:00,3325.2025,3312.92,-0.955,-26.879,SL,overlap,range,range_W50_2025,range,medium,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W50_2025,unknown,unknown,unknown,unknown,unknown
T0295,BAW_ETH_5m,ETHUSDT,short,2025-12-12 18:40:00,2025-12-12 19:40:00,3085.4414,3066.68,1.56,41.8547,TIME,NY,range,range_W50_2025,range,high,unknown,neutral,unknown,unknown,unknown,unknown,unknown,unknown,range_W50_2025,unknown,unknown,unknown,unknown,unknown
