Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
50,Exit long,2025-03-28 13:20,TIME,1891.2,9.8638,18703.73756,-49.32,-0.26,63.52,0.34,-108.5,-0.58,-697.37,-6.97
50,Entry long,2025-03-28 12:35,多,1896.2,9.8638,18703.73756,-49.32,-0.26,63.52,0.34,-108.5,-0.58,-697.37,-6.97
51,Exit long,2025-03-29 11:30,TIME,1874.7,9.9511,18605.17363,50.15,0.27,98.12,0.53,-18.91,-0.10,-647.21,-6.47
51,Entry long,2025-03-29 10:45,多,1869.66,9.9511,18605.17363,50.15,0.27,98.12,0.53,-18.91,-0.10,-647.21,-6.47
52,Exit short,2025-03-30 18:05,TIME,1815.64,10.2834,18705.5046,34.55,0.18,80.21,0.43,0,0.00,-612.66,-6.13
52,Entry short,2025-03-30 17:20,空,1819,10.2834,18705.5046,34.55,0.18,80.21,0.43,0,0.00,-612.66,-6.13
53,Exit long,2025-03-31 22:35,TIME,1831.07,10.25,18774.515,-6.05,-0.03,24.91,0.13,-68.26,-0.36,-618.71,-6.19
53,Entry long,2025-03-31 21:50,多,1831.66,10.25,18774.515,-6.05,-0.03,24.91,0.13,-68.26,-0.36,-618.71,-6.19
54,Exit long,2025-04-02 07:15,EXT,1865.06,10.0323,18762.40746,-51.57,-0.27,2.11,0.01,-51.57,-0.27,-670.27,-6.70
54,Entry long,2025-04-02 07:05,多,1870.2,10.0323,18762.40746,-51.57,-0.27,2.11,0.01,-51.57,-0.27,-670.27,-6.70
55,Exit short,2025-04-04 09:45,EXT,1818.19,10.3059,18659.34724,-78.74,-0.42,10.51,0.06,-78.74,-0.42,-749.01,-7.49
55,Entry short,2025-04-04 09:15,空,1810.55,10.3059,18659.34724,-78.74,-0.42,10.51,0.06,-78.74,-0.42,-749.01,-7.49
56,Exit short,2025-04-08 06:40,EXT,1599.54,11.6263,18501.97756,-94.75,-0.51,19.07,0.10,-94.75,-0.51,-843.76,-8.44
56,Entry short,2025-04-08 06:30,空,1591.39,11.6263,18501.97756,-94.75,-0.51,19.07,0.10,-94.75,-0.51,-843.76,-8.44
57,Exit short,2025-04-09 13:40,TIME,1448.88,12.328,18312.38104,450.59,2.46,510.75,2.79,-12.94,-0.07,-393.18,-3.93
57,Entry short,2025-04-09 12:55,空,1485.43,12.328,18312.38104,450.59,2.46,510.75,2.79,-12.94,-0.07,-393.18,-3.93
58,Exit short,2025-04-10 14:25,EXT,1612.71,12.0091,19213.59927,-153.6,-0.80,5.52,0.03,-332.53,-1.73,-546.77,-5.47
58,Entry short,2025-04-10 14:20,空,1599.92,12.0091,19213.59927,-153.6,-0.80,5.52,0.03,-332.53,-1.73,-546.77,-5.47
59,Exit short,2025-04-11 07:00,TIME,1543.37,12.2182,18906.3205,49.12,0.26,62.8,0.33,-52.54,-0.28,-497.66,-4.98
59,Entry short,2025-04-11 06:15,空,1547.39,12.2182,18906.3205,49.12,0.26,62.8,0.33,-52.54,-0.28,-497.66,-4.98
60,Exit short,2025-04-11 09:00,TIME,1552.17,12.2389,19004.68631,7.83,0.04,32.43,0.17,-81.14,-0.43,-489.82,-4.90
60,Entry short,2025-04-11 08:15,空,1552.81,12.2389,19004.68631,7.83,0.04,32.43,0.17,-81.14,-0.43,-489.82,-4.90
61,Exit short,2025-04-11 16:25,TIME,1545.01,12.1133,19020.30366,305.13,1.60,361.46,1.90,-97.39,-0.51,-184.69,-1.85
61,Entry short,2025-04-11 15:40,空,1570.2,12.1133,19020.30366,305.13,1.60,361.46,1.90,-97.39,-0.51,-184.69,-1.85
62,Exit short,2025-04-12 15:05,EXT,1617.62,12.2503,19630.61574,-185.71,-0.95,51.33,0.26,-185.71,-0.95,-370.4,-3.70
62,Entry short,2025-04-12 14:40,空,1602.46,12.2503,19630.61574,-185.71,-0.95,51.33,0.26,-185.71,-0.95,-370.4,-3.70
63,Exit long,2025-04-13 06:30,EXT,1611.41,11.9,19259.079,-83.3,-0.43,17.37,0.09,-83.3,-0.43,-453.7,-4.54
63,Entry long,2025-04-13 06:20,多,1618.41,11.9,19259.079,-83.3,-0.43,17.37,0.09,-83.3,-0.43,-453.7,-4.54
64,Exit short,2025-04-14 12:20,EXT,1656.65,11.5974,19092.56767,-120.27,-0.63,0.35,0.00,-120.27,-0.63,-573.97,-5.74
64,Entry short,2025-04-14 12:10,空,1646.28,11.5974,19092.56767,-120.27,-0.63,0.35,0.00,-120.27,-0.63,-573.97,-5.74
65,Exit short,2025-04-19 20:30,TIME,1620.15,11.6511,18851.94584,-24.58,-0.13,55.46,0.29,-51.73,-0.27,-598.55,-5.99
65,Entry short,2025-04-19 19:45,空,1618.04,11.6511,18851.94584,-24.58,-0.13,55.46,0.29,-51.73,-0.27,-598.55,-5.99
66,Exit short,2025-04-23 03:25,EXT,1781.22,10.6247,18802.74408,-122.18,-0.65,72.04,0.38,-122.18,-0.65,-720.74,-7.21
66,Entry short,2025-04-23 03:15,空,1769.72,10.6247,18802.74408,-122.18,-0.65,72.04,0.38,-122.18,-0.65,-720.74,-7.21
67,Exit short,2025-04-24 16:55,TIME,1764.54,10.5491,18558.39868,-55.91,-0.30,65.51,0.35,-174.8,-0.94,-776.65,-7.77
67,Entry short,2025-04-24 16:10,空,1759.24,10.5491,18558.39868,-55.91,-0.30,65.51,0.35,-174.8,-0.94,-776.65,-7.77
68,Exit long,2025-04-24 19:40,EXT,1748.55,10.4894,18446.55395,-105.31,-0.57,19.09,0.10,-105.31,-0.57,-881.96,-8.82
68,Entry long,2025-04-24 19:25,多,1758.59,10.4894,18446.55395,-105.31,-0.57,19.09,0.10,-105.31,-0.57,-881.96,-8.82
69,Exit short,2025-04-27 17:05,TIME,1790.49,10.1317,18235.94551,95.24,0.52,97.37,0.53,-20.87,-0.11,-786.72,-7.87
69,Entry short,2025-04-27 16:20,空,1799.89,10.1317,18235.94551,95.24,0.52,97.37,0.53,-20.87,-0.11,-786.72,-7.87
70,Exit long,2025-04-28 02:20,EXT,1774.17,10.3284,18426.4853,-102.15,-0.55,46.99,0.26,-183.85,-1.00,-888.87,-8.89
70,Entry long,2025-04-28 02:15,多,1784.06,10.3284,18426.4853,-102.15,-0.55,46.99,0.26,-183.85,-1.00,-888.87,-8.89
71,Exit short,2025-04-29 11:45,TIME,1826.43,9.9612,18222.22238,28.79,0.16,58.07,0.32,-41.34,-0.23,-860.08,-8.60
71,Entry short,2025-04-29 11:00,空,1829.32,9.9612,18222.22238,28.79,0.16,58.07,0.32,-41.34,-0.23,-860.08,-8.60
72,Exit short,2025-04-29 19:20,TIME,1819.1,10.0187,18279.81946,54.8,0.30,186.05,1.02,-61.92,-0.34,-805.28,-8.05
72,Entry short,2025-04-29 18:35,空,1824.57,10.0187,18279.81946,54.8,0.30,186.05,1.02,-61.92,-0.34,-805.28,-8.05
73,Exit long,2025-04-30 04:35,TIME,1798.96,10.2391,18389.4236,30.31,0.16,79.05,0.43,-35.84,-0.19,-774.97,-7.75
73,Entry long,2025-04-30 03:50,多,1796,10.2391,18389.4236,30.31,0.16,79.05,0.43,-35.84,-0.19,-774.97,-7.75
74,Exit long,2025-05-01 15:55,EXT,1826.17,10.0564,18449.97426,-85.28,-0.46,13.58,0.07,-85.28,-0.46,-860.25,-8.60
74,Entry long,2025-05-01 15:45,多,1834.65,10.0564,18449.97426,-85.28,-0.46,13.58,0.07,-85.28,-0.46,-860.25,-8.60
75,Exit short,2025-05-02 13:35,TIME,1832.09,9.9901,18279.38547,-23.38,-0.13,23.98,0.13,-48.85,-0.27,-883.63,-8.84
75,Entry short,2025-05-02 12:50,空,1829.75,9.9901,18279.38547,-23.38,-0.13,23.98,0.13,-48.85,-0.27,-883.63,-8.84
76,Exit short,2025-05-02 18:50,TIME,1850.75,9.8147,18232.5719,68.02,0.37,68.11,0.37,-95.3,-0.52,-815.61,-8.16
76,Entry short,2025-05-02 18:05,空,1857.68,9.8147,18232.5719,68.02,0.37,68.11,0.37,-95.3,-0.52,-815.61,-8.16
77,Exit short,2025-05-08 03:20,EXT,1830.51,10.0666,18368.62569,-58.39,-0.32,53.76,0.29,-58.39,-0.32,-874,-8.74
77,Entry short,2025-05-08 03:10,空,1824.71,10.0666,18368.62569,-58.39,-0.32,53.76,0.29,-58.39,-0.32,-874,-8.74
78,Exit short,2025-05-08 20:35,EXT,2068.35,8.8808,18251.99778,-116.6,-0.64,42.01,0.23,-116.6,-0.64,-990.6,-9.91
78,Entry short,2025-05-08 20:20,空,2055.22,8.8808,18251.99778,-116.6,-0.64,42.01,0.23,-116.6,-0.64,-990.6,-9.91
79,Exit long,2025-05-11 03:15,TIME,2543.41,7.0821,18018.77457,-6.09,-0.03,90.08,0.50,-194.05,-1.08,-996.69,-9.97
79,Entry long,2025-05-11 02:30,多,2544.27,7.0821,18018.77457,-6.09,-0.03,90.08,0.50,-194.05,-1.08,-996.69,-9.97
80,Exit long,2025-05-11 18:40,TIME,2471.19,7.3161,18006.53164,72.94,0.41,135.57,0.75,-161.98,-0.90,-923.75,-9.24
80,Entry long,2025-05-11 17:55,多,2461.22,7.3161,18006.53164,72.94,0.41,135.57,0.75,-161.98,-0.90,-923.75,-9.24
81,Exit long,2025-05-12 14:45,TIME,2553.59,7.1533,18152.35715,114.24,0.63,126.9,0.70,-40.99,-0.23,-809.51,-8.10
81,Entry long,2025-05-12 14:00,多,2537.62,7.1533,18152.35715,114.24,0.63,126.9,0.70,-40.99,-0.23,-809.51,-8.10
82,Exit short,2025-05-14 01:10,TIME,2680.08,6.8159,18380.91464,113.76,0.62,277.88,1.51,-43.76,-0.24,-695.76,-6.96
82,Entry short,2025-05-14 00:25,空,2696.77,6.8159,18380.91464,113.76,0.62,277.88,1.51,-43.76,-0.24,-695.76,-6.96
83,Exit long,2025-05-16 00:10,TIME,2550.21,7.3677,18608.45254,180.73,0.97,206.22,1.11,-74.27,-0.40,-515.03,-5.15
83,Entry long,2025-05-15 23:25,多,2525.68,7.3677,18608.45254,180.73,0.97,206.22,1.11,-74.27,-0.40,-515.03,-5.15
84,Exit short,2025-05-16 10:15,TIME,2590.02,7.2793,18969.8558,116.32,0.61,143.62,0.76,-17.47,-0.09,-398.7,-3.99
84,Entry short,2025-05-16 09:30,空,2606,7.2793,18969.8558,116.32,0.61,143.62,0.76,-17.47,-0.09,-398.7,-3.99
85,Exit short,2025-05-19 09:00,TIME,2361.71,8.0538,19202.51426,181.77,0.95,300.33,1.56,-28.19,-0.15,-216.93,-2.17
85,Entry short,2025-05-19 08:15,空,2384.28,8.0538,19202.51426,181.77,0.95,300.33,1.56,-28.19,-0.15,-216.93,-2.17
86,Exit long,2025-05-19 21:20,TIME,2500.46,7.8338,19566.01223,22.09,0.11,77.01,0.39,-149.16,-0.76,-194.84,-1.95
86,Entry long,2025-05-19 20:35,多,2497.64,7.8338,19566.01223,22.09,0.11,77.01,0.39,-149.16,-0.76,-194.84,-1.95
87,Exit short,2025-05-22 00:50,EXT,2528.61,7.7894,19610.20397,-86.15,-0.44,15.97,0.08,-86.15,-0.44,-280.99,-2.81
87,Entry short,2025-05-22 00:35,空,2517.55,7.7894,19610.20397,-86.15,-0.44,15.97,0.08,-86.15,-0.44,-280.99,-2.81
88,Exit long,2025-05-22 19:20,TIME,2672.32,7.3261,19437.8283,139.86,0.72,144.4,0.74,-94.73,-0.49,-141.13,-1.41
88,Entry long,2025-05-22 18:35,多,2653.23,7.3261,19437.8283,139.86,0.72,144.4,0.74,-94.73,-0.49,-141.13,-1.41
89,Exit short,2025-05-23 01:05,TIME,2641.75,7.4594,19717.6558,11.79,0.06,84.52,0.43,-57.06,-0.29,-129.35,-1.29
89,Entry short,2025-05-23 00:20,空,2643.33,7.4594,19717.6558,11.79,0.06,84.52,0.43,-57.06,-0.29,-129.35,-1.29
90,Exit long,2025-05-25 00:05,EXT,2528.83,7.7794,19741.08323,-68.3,-0.35,34.15,0.17,-68.3,-0.35,-197.65,-1.98
90,Entry long,2025-05-24 23:30,多,2537.61,7.7794,19741.08323,-68.3,-0.35,34.15,0.17,-68.3,-0.35,-197.65,-1.98
91,Exit short,2025-05-26 00:50,EXT,2550.21,7.74,19604.4912,-134.13,-0.68,20.98,0.11,-134.13,-0.68,-331.78,-3.32
91,Entry short,2025-05-26 00:10,空,2532.88,7.74,19604.4912,-134.13,-0.68,20.98,0.11,-134.13,-0.68,-331.78,-3.32
92,Exit long,2025-05-26 16:30,EXT,2543.45,7.5759,19336.42412,-67.5,-0.35,23.41,0.12,-67.5,-0.35,-399.29,-3.99
92,Entry long,2025-05-26 16:00,多,2552.36,7.5759,19336.42412,-67.5,-0.35,23.41,0.12,-67.5,-0.35,-399.29,-3.99
93,Exit short,2025-05-26 18:00,EXT,2571.57,7.4983,19201.27173,-81.13,-0.42,2.85,0.01,-81.13,-0.42,-480.42,-4.80
93,Entry short,2025-05-26 17:40,空,2560.75,7.4983,19201.27173,-81.13,-0.42,2.85,0.01,-81.13,-0.42,-480.42,-4.80
94,Exit short,2025-05-29 19:50,EXT,2658.76,7.1831,19038.95021,-59.19,-0.31,8.55,0.04,-145.03,-0.76,-539.61,-5.40
94,Entry short,2025-05-29 19:40,空,2650.52,7.1831,19038.95021,-59.19,-0.31,8.55,0.04,-145.03,-0.76,-539.61,-5.40
95,Exit short,2025-05-29 20:05,EXT,2666.26,7.1171,18920.66801,-55.37,-0.29,12.81,0.07,-55.37,-0.29,-594.98,-5.95
95,Entry short,2025-05-29 19:55,空,2658.48,7.1171,18920.66801,-55.37,-0.29,12.81,0.07,-55.37,-0.29,-594.98,-5.95
96,Exit short,2025-05-30 00:45,TIME,2656.49,7.0721,18810.01797,23.06,0.12,65.91,0.35,-51.13,-0.27,-571.92,-5.72
96,Entry short,2025-05-30 00:00,空,2659.75,7.0721,18810.01797,23.06,0.12,65.91,0.35,-51.13,-0.27,-571.92,-5.72
97,Exit long,2025-06-01 04:05,EXT,2494.89,7.5228,18855.97343,-87.41,-0.46,0.9,0.00,-87.41,-0.46,-659.34,-6.59
97,Entry long,2025-06-01 03:55,多,2506.51,7.5228,18855.97343,-87.41,-0.46,0.9,0.00,-87.41,-0.46,-659.34,-6.59
98,Exit long,2025-06-03 23:20,TIME,2602.06,7.1581,18681.20938,-55.4,-0.30,62.7,0.34,-70.15,-0.38,-714.74,-7.15
98,Entry long,2025-06-03 22:35,多,2609.8,7.1581,18681.20938,-55.4,-0.30,62.7,0.34,-70.15,-0.38,-714.74,-7.15
99,Exit long,2025-06-05 13:30,TIME,2606.21,7.1645,18570.45565,101.74,0.55,119.79,0.65,-10.53,-0.06,-613,-6.13
99,Entry long,2025-06-05 12:45,多,2592.01,7.1645,18570.45565,101.74,0.55,119.79,0.65,-10.53,-0.06,-613,-6.13
100,Exit short,2025-06-08 01:25,TIME,2525.22,7.4073,18773.87592,68.81,0.37,82.37,0.44,-51.48,-0.27,-544.19,-5.44
100,Entry short,2025-06-08 00:40,空,2534.51,7.4073,18773.87592,68.81,0.37,82.37,0.44,-51.48,-0.27,-544.19,-5.44
101,Exit long,2025-06-08 11:45,EXT,2494.34,7.5699,18911.42698,-29.52,-0.16,11.28,0.06,-29.52,-0.16,-573.71,-5.74
101,Entry long,2025-06-08 11:35,多,2498.24,7.5699,18911.42698,-29.52,-0.16,11.28,0.06,-29.52,-0.16,-573.71,-5.74
102,Exit long,2025-06-09 15:50,EXT,2521.47,7.4496,18852.47923,-68.54,-0.36,7.97,0.04,-68.54,-0.36,-642.25,-6.42
102,Entry long,2025-06-09 15:40,多,2530.67,7.4496,18852.47923,-68.54,-0.36,7.97,0.04,-68.54,-0.36,-642.25,-6.42
103,Exit long,2025-06-10 18:25,TIME,2742.08,6.8896,18715.46061,176.37,0.94,216.68,1.16,-14.26,-0.08,-465.88,-4.66
103,Entry long,2025-06-10 17:40,多,2716.48,6.8896,18715.46061,176.37,0.94,216.68,1.16,-14.26,-0.08,-465.88,-4.66
104,Exit short,2025-06-10 21:05,EXT,2767.46,6.9271,19068.08963,-102.38,-0.54,1.73,0.01,-102.38,-0.54,-568.26,-5.68
104,Entry short,2025-06-10 20:50,空,2752.68,6.9271,19068.08963,-102.38,-0.54,1.73,0.01,-102.38,-0.54,-568.26,-5.68
105,Exit long,2025-06-11 19:50,TIME,2840.28,6.6214,18863.24296,-56.61,-0.30,153.42,0.81,-115.01,-0.61,-624.87,-6.25
105,Entry long,2025-06-11 19:05,多,2848.83,6.6214,18863.24296,-56.61,-0.30,153.42,0.81,-115.01,-0.61,-624.87,-6.25
106,Exit long,2025-06-12 04:20,TIME,2769.62,6.7891,18750.0006,53.23,0.28,147.32,0.79,-17.31,-0.09,-571.64,-5.72
106,Entry long,2025-06-12 03:35,多,2761.78,6.7891,18750.0006,53.23,0.28,147.32,0.79,-17.31,-0.09,-571.64,-5.72
107,Exit long,2025-06-12 09:55,EXT,2738.5,6.8651,18856.64477,-56.57,-0.30,17.57,0.09,-56.57,-0.30,-628.21,-6.28
107,Entry long,2025-06-12 09:45,多,2746.74,6.8651,18856.64477,-56.57,-0.30,17.57,0.09,-56.57,-0.30,-628.21,-6.28
108,Exit short,2025-06-13 09:30,EXT,2535.02,7.4395,18743.37388,-115.91,-0.62,38.09,0.20,-115.91,-0.62,-744.12,-7.44
108,Entry short,2025-06-13 09:00,空,2519.44,7.4395,18743.37388,-115.91,-0.62,38.09,0.20,-115.91,-0.62,-744.12,-7.44
109,Exit long,2025-06-17 05:20,TIME,2608.39,7.2054,18511.68136,282.81,1.53,350.18,1.89,-22.34,-0.12,-461.31,-4.61
109,Entry long,2025-06-17 04:35,多,2569.14,7.2054,18511.68136,282.81,1.53,350.18,1.89,-22.34,-0.12,-461.31,-4.61
110,Exit short,2025-06-18 21:20,TIME,2494.45,7.6414,19077.36641,16.28,0.09,203.11,1.06,-98.27,-0.52,-445.03,-4.45
110,Entry short,2025-06-18 20:35,空,2496.58,7.6414,19077.36641,16.28,0.09,203.11,1.06,-98.27,-0.52,-445.03,-4.45
111,Exit short,2025-06-19 03:20,TIME,2518.48,7.5399,19109.87655,120.79,0.63,218.51,1.14,-46.75,-0.24,-324.24,-3.24
111,Entry short,2025-06-19 02:35,空,2534.5,7.5399,19109.87655,120.79,0.63,218.51,1.14,-46.75,-0.24,-324.24,-3.24
112,Exit short,2025-06-20 23:00,TIME,2419.3,7.9767,19351.4742,53.44,0.28,62.38,0.32,-68.6,-0.35,-270.8,-2.71
112,Entry short,2025-06-20 22:15,空,2426,7.9767,19351.4742,53.44,0.28,62.38,0.32,-68.6,-0.35,-270.8,-2.71
113,Exit short,2025-06-22 19:10,EXT,2198.91,8.8871,19458.30545,-83.63,-0.43,3.55,0.02,-83.63,-0.43,-354.43,-3.54
113,Entry short,2025-06-22 19:00,空,2189.5,8.8871,19458.30545,-83.63,-0.43,3.55,0.02,-83.63,-0.43,-354.43,-3.54
114,Exit short,2025-06-23 09:55,TIME,2257.5,8.5336,19290.97082,26.37,0.14,78.34,0.41,-0.09,0.00,-328.06,-3.28
114,Entry short,2025-06-23 09:10,空,2260.59,8.5336,19290.97082,26.37,0.14,78.34,0.41,-0.09,0.00,-328.06,-3.28
115,Exit short,2025-06-24 18:40,EXT,2452.05,7.9125,19343.68875,-58.16,-0.30,46.45,0.24,-58.16,-0.30,-386.22,-3.86
115,Entry short,2025-06-24 18:25,空,2444.7,7.9125,19343.68875,-58.16,-0.30,46.45,0.24,-58.16,-0.30,-386.22,-3.86
116,Exit long,2025-06-25 17:05,TIME,2417.14,7.9791,19227.55643,59.05,0.31,270.33,1.41,-88.41,-0.46,-327.17,-3.27
116,Entry long,2025-06-25 16:20,多,2409.74,7.9791,19227.55643,59.05,0.31,270.33,1.41,-88.41,-0.46,-327.17,-3.27
117,Exit short,2025-06-25 23:50,TIME,2428.12,7.9355,19345.63803,77.29,0.40,94.12,0.49,-23.25,-0.12,-249.88,-2.50
117,Entry short,2025-06-25 23:05,空,2437.86,7.9355,19345.63803,77.29,0.40,94.12,0.49,-23.25,-0.12,-249.88,-2.50
118,Exit short,2025-06-26 17:35,TIME,2425.93,7.9705,19500.06737,164.19,0.84,307.02,1.57,-11.24,-0.06,-85.69,-0.86
118,Entry short,2025-06-26 16:50,空,2446.53,7.9705,19500.06737,164.19,0.84,307.02,1.57,-11.24,-0.06,-85.69,-0.86
119,Exit short,2025-06-27 11:35,TIME,2453.14,8.0973,19828.50629,-35.3,-0.18,62.19,0.31,-57.9,-0.29,-120.99,-1.21
119,Entry short,2025-06-27 10:50,空,2448.78,8.0973,19828.50629,-35.3,-0.18,62.19,0.31,-57.9,-0.29,-120.99,-1.21
120,Exit long,2025-06-29 23:50,TIME,2431.69,8.1509,19757.86311,62.6,0.32,111.67,0.57,-20.38,-0.10,-58.39,-0.58
120,Entry long,2025-06-29 23:05,多,2424.01,8.1509,19757.86311,62.6,0.32,111.67,0.57,-20.38,-0.10,-58.39,-0.58
121,Exit short,2025-07-03 01:20,TIME,2585.12,7.6327,19883.1835,151.74,0.76,173.03,0.87,0,0.00,93.35,0.93
121,Entry short,2025-07-03 00:35,空,2605,7.6327,19883.1835,151.74,0.76,173.03,0.87,0,0.00,93.35,0.93
122,Exit short,2025-07-08 16:35,TIME,2576.41,7.7971,20186.6919,98.17,0.49,186.19,0.92,-31.19,-0.15,191.51,1.92
122,Entry short,2025-07-08 15:50,空,2589,7.7971,20186.6919,98.17,0.49,186.19,0.92,-31.19,-0.15,191.51,1.92
123,Exit long,2025-07-12 03:30,TIME,2962.67,6.925,20382.83725,133.65,0.66,154.7,0.76,-9.76,-0.05,325.16,3.25
123,Entry long,2025-07-12 02:45,多,2943.37,6.925,20382.83725,133.65,0.66,154.7,0.76,-9.76,-0.05,325.16,3.25
124,Exit short,2025-07-17 02:20,EXT,3384.91,6.127,20650.31826,-89.03,-0.43,8.15,0.04,-89.03,-0.43,236.14,2.36
124,Entry short,2025-07-17 02:05,空,3370.38,6.127,20650.31826,-89.03,-0.43,8.15,0.04,-89.03,-0.43,236.14,2.36
125,Exit long,2025-07-21 01:05,TIME,3742.39,5.5104,20472.07277,149.99,0.73,246.37,1.20,-28.43,-0.14,386.13,3.86
125,Entry long,2025-07-21 00:20,多,3715.17,5.5104,20472.07277,149.99,0.73,246.37,1.20,-28.43,-0.14,386.13,3.86
126,Exit long,2025-07-22 15:50,3BAR,3639.88,5.6345,20771.97867,-263.07,-1.27,89.81,0.43,-273.67,-1.32,123.06,1.23
126,Entry long,2025-07-22 15:35,多,3686.57,5.6345,20771.97867,-263.07,-1.27,89.81,0.43,-273.67,-1.32,123.06,1.23
127,Exit short,2025-07-22 21:40,TIME,3682.77,5.4564,20245.86307,151.2,0.75,185.35,0.92,-50.53,-0.25,274.25,2.74
127,Entry short,2025-07-22 20:55,空,3710.48,5.4564,20245.86307,151.2,0.75,185.35,0.92,-50.53,-0.25,274.25,2.74
128,Exit long,2025-07-24 17:00,TIME,3738.69,5.6595,20548.22962,610.89,2.97,648.07,3.15,-46.58,-0.23,885.14,8.85
128,Entry long,2025-07-24 16:15,多,3630.75,5.6595,20548.22962,610.89,2.97,648.07,3.15,-46.58,-0.23,885.14,8.85
129,Exit short,2025-07-25 10:05,TIME,3640.61,5.9747,21770.01439,18.46,0.08,275.43,1.27,-39.31,-0.18,903.6,9.04
129,Entry short,2025-07-25 09:20,空,3643.7,5.9747,21770.01439,18.46,0.08,275.43,1.27,-39.31,-0.18,903.6,9.04
130,Exit short,2025-07-26 05:20,TIME,3735.43,5.8418,21806.85522,-14.78,-0.07,16.94,0.08,-75.88,-0.35,888.82,8.89
130,Entry short,2025-07-26 04:35,空,3732.9,5.8418,21806.85522,-14.78,-0.07,16.94,0.08,-75.88,-0.35,888.82,8.89
131,Exit short,2025-07-26 21:15,EXT,3748.76,5.8247,21777.33011,-58.07,-0.27,4.37,0.02,-58.07,-0.27,830.75,8.31
131,Entry short,2025-07-26 20:50,空,3738.79,5.8247,21777.33011,-58.07,-0.27,4.37,0.02,-58.07,-0.27,830.75,8.31
132,Exit short,2025-07-28 05:20,TIME,3876.12,5.5756,21661.15024,49.46,0.23,69.75,0.32,-71.93,-0.33,880.21,8.80
132,Entry short,2025-07-28 04:35,空,3884.99,5.5756,21661.15024,49.46,0.23,69.75,0.32,-71.93,-0.33,880.21,8.80
133,Exit long,2025-07-29 03:30,TIME,3790.75,5.7752,21760.26058,132.08,0.61,169.16,0.78,-5.78,-0.03,1012.29,10.12
133,Entry long,2025-07-29 02:45,多,3767.88,5.7752,21760.26058,132.08,0.61,169.16,0.78,-5.78,-0.03,1012.29,10.12
134,Exit long,2025-08-06 14:55,EXT,3578.43,6.1167,22024.52402,-136.34,-0.62,23.24,0.11,-136.34,-0.62,875.94,8.76
134,Entry long,2025-08-06 14:15,多,3600.72,6.1167,22024.52402,-136.34,-0.62,23.24,0.11,-136.34,-0.62,875.94,8.76
135,Exit short,2025-08-07 04:15,TIME,3674.48,5.8877,21751.51888,117.28,0.54,222.03,1.02,-28.26,-0.13,993.23,9.93
135,Entry short,2025-08-07 03:30,空,3694.4,5.8877,21751.51888,117.28,0.54,222.03,1.02,-28.26,-0.13,993.23,9.93
136,Exit long,2025-08-07 19:35,TIME,3819.93,5.7691,21986.27086,51.29,0.23,90.06,0.41,-49.27,-0.22,1044.51,10.45
136,Entry long,2025-08-07 18:50,多,3811.04,5.7691,21986.27086,51.29,0.23,90.06,0.41,-49.27,-0.22,1044.51,10.45
137,Exit long,2025-08-09 15:45,EXT,4167.36,5.2852,22088.70062,-63.37,-0.29,27.01,0.12,-63.37,-0.29,981.14,9.81
137,Entry long,2025-08-09 15:35,多,4179.35,5.2852,22088.70062,-63.37,-0.29,27.01,0.12,-63.37,-0.29,981.14,9.81
138,Exit short,2025-08-10 01:10,TIME,4256.96,5.1073,21962.05395,220.48,1.00,313.54,1.43,-11.29,-0.05,1201.63,12.02
138,Entry short,2025-08-10 00:25,空,4300.13,5.1073,21962.05395,220.48,1.00,313.54,1.43,-11.29,-0.05,1201.63,12.02
139,Exit short,2025-08-12 17:30,EXT,4444.44,5.0695,22403.0837,-128,-0.57,21.24,0.09,-128,-0.57,1073.62,10.74
139,Entry short,2025-08-12 17:05,空,4419.19,5.0695,22403.0837,-128,-0.57,21.24,0.09,-128,-0.57,1073.62,10.74
140,Exit long,2025-08-19 21:00,EXT,4115.88,5.3364,22147.12728,-183.15,-0.83,12.75,0.06,-183.15,-0.83,890.48,8.90
140,Entry long,2025-08-19 20:50,多,4150.2,5.3364,22147.12728,-183.15,-0.83,12.75,0.06,-183.15,-0.83,890.48,8.90
141,Exit short,2025-08-24 03:30,TIME,4774.99,4.5362,21780.70039,120.39,0.55,202,0.93,-8.3,-0.04,1010.87,10.11
141,Entry short,2025-08-24 02:45,空,4801.53,4.5362,21780.70039,120.39,0.55,202,0.93,-8.3,-0.04,1010.87,10.11
142,Exit long,2025-08-24 21:50,EXT,4789.53,4.5414,22021.52108,-270.35,-1.23,6.09,0.03,-270.35,-1.23,740.52,7.41
142,Entry long,2025-08-24 21:40,多,4849.06,4.5414,22021.52108,-270.35,-1.23,6.09,0.03,-270.35,-1.23,740.52,7.41
143,Exit long,2025-08-26 03:00,EXT,4317.67,4.9259,21480.71694,-212.31,-0.99,49.06,0.23,-212.31,-0.99,528.21,5.28
143,Entry long,2025-08-26 02:45,多,4360.77,4.9259,21480.71694,-212.31,-0.99,49.06,0.23,-212.31,-0.99,528.21,5.28
144,Exit short,2025-08-26 13:05,EXT,4453.14,4.7495,21056.00585,-94.18,-0.45,16.43,0.08,-94.18,-0.45,434.03,4.34
