Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
144,Entry short,2025-08-26 12:45,空,4433.31,4.7495,21056.00585,-94.18,-0.45,16.43,0.08,-94.18,-0.45,434.03,4.34
145,Exit short,2025-08-27 16:30,TIME,4648.68,4.5157,20867.95284,-124.09,-0.59,181.53,0.87,-186.5,-0.89,309.94,3.10
145,Entry short,2025-08-27 15:45,空,4621.2,4.5157,20867.95284,-124.09,-0.59,181.53,0.87,-186.5,-0.89,309.94,3.10
146,Exit short,2025-09-01 09:50,EXT,4433.25,4.6707,20619.45905,-86.92,-0.42,12.33,0.06,-86.92,-0.42,223.02,2.23
146,Entry short,2025-09-01 09:35,空,4414.64,4.6707,20619.45905,-86.92,-0.42,12.33,0.06,-86.92,-0.42,223.02,2.23
147,Exit long,2025-09-11 15:20,TIME,4409.64,4.6367,20445.89959,0.28,0.00,159.27,0.78,-132.01,-0.65,223.29,2.23
147,Entry long,2025-09-11 14:35,多,4409.58,4.6367,20445.89959,0.28,0.00,159.27,0.78,-132.01,-0.65,223.29,2.23
148,Exit long,2025-09-13 16:40,TIME,4694.51,4.3651,20446.1284,45.88,0.22,101.23,0.50,-86.08,-0.42,269.17,2.69
148,Entry long,2025-09-13 15:55,多,4684,4.3651,20446.1284,45.88,0.22,101.23,0.50,-86.08,-0.42,269.17,2.69
149,Exit short,2025-09-17 05:35,TIME,4505.3,4.529,20538.01862,133.51,0.65,140.44,0.68,-0.05,0.00,402.69,4.03
149,Entry short,2025-09-17 04:50,空,4534.78,4.529,20538.01862,133.51,0.65,140.44,0.68,-0.05,0.00,402.69,4.03
150,Exit short,2025-09-18 06:00,TIME,4612.97,4.4941,20805.07642,73.93,0.36,82.69,0.40,-20.58,-0.10,476.61,4.77
150,Entry short,2025-09-18 05:15,空,4629.42,4.4941,20805.07642,73.93,0.36,82.69,0.40,-20.58,-0.10,476.61,4.77
151,Exit short,2025-09-20 17:10,EXT,4493.85,4.6713,20952.88258,-39.24,-0.19,3.69,0.02,-39.24,-0.19,437.38,4.37
151,Entry short,2025-09-20 16:55,空,4485.45,4.6713,20952.88258,-39.24,-0.19,3.69,0.02,-39.24,-0.19,437.38,4.37
152,Exit short,2025-09-23 22:05,TIME,4153.86,5.0079,20874.73004,72.61,0.35,140.82,0.67,-12.02,-0.06,509.99,5.10
152,Entry short,2025-09-23 21:20,空,4168.36,5.0079,20874.73004,72.61,0.35,140.82,0.67,-12.02,-0.06,509.99,5.10
153,Exit short,2025-09-27 15:45,TIME,4020.26,5.2254,21019.90306,12.44,0.06,45.83,0.22,-15.15,-0.07,522.43,5.22
153,Entry short,2025-09-27 15:00,空,4022.64,5.2254,21019.90306,12.44,0.06,45.83,0.22,-15.15,-0.07,522.43,5.22
154,Exit short,2025-09-29 00:20,EXT,4108.39,5.1492,21044.57443,-110.35,-0.52,0.05,0.00,-125.54,-0.60,412.08,4.12
154,Entry short,2025-09-29 00:10,空,4086.96,5.1492,21044.57443,-110.35,-0.52,0.05,0.00,-125.54,-0.60,412.08,4.12
155,Exit long,2025-10-02 17:50,TIME,4428.96,4.7633,20823.81388,272.65,1.31,308.9,1.48,-2.1,-0.01,684.73,6.85
155,Entry long,2025-10-02 17:05,多,4371.72,4.7633,20823.81388,272.65,1.31,308.9,1.48,-2.1,-0.01,684.73,6.85
156,Exit short,2025-10-05 07:50,TIME,4559.49,4.6785,21369.23589,37.66,0.18,54.41,0.25,-43.28,-0.20,722.39,7.22
156,Entry short,2025-10-05 07:05,空,4567.54,4.6785,21369.23589,37.66,0.18,54.41,0.25,-43.28,-0.20,722.39,7.22
157,Exit short,2025-10-06 03:05,TIME,4500.14,4.737,21444.44637,127.28,0.59,194.03,0.90,-0.05,0.00,849.68,8.50
157,Entry short,2025-10-06 02:20,空,4527.01,4.737,21444.44637,127.28,0.59,194.03,0.90,-0.05,0.00,849.68,8.50
158,Exit short,2025-10-06 15:50,EXT,4630.72,4.7125,21699.1775,-123.09,-0.57,47.74,0.22,-123.09,-0.57,726.58,7.27
158,Entry short,2025-10-06 15:40,空,4604.6,4.7125,21699.1775,-123.09,-0.57,47.74,0.22,-123.09,-0.57,726.58,7.27
159,Exit long,2025-10-08 00:40,TIME,4493.67,4.7766,21452.95252,11.51,0.05,61.71,0.29,-51.4,-0.24,738.1,7.38
159,Entry long,2025-10-07 23:55,多,4491.26,4.7766,21452.95252,11.51,0.05,61.71,0.29,-51.4,-0.24,738.1,7.38
160,Exit long,2025-10-09 15:55,EXT,4358.87,4.9012,21476.17618,-112.48,-0.52,22.1,0.10,-112.48,-0.52,625.61,6.26
160,Entry long,2025-10-09 15:45,多,4381.82,4.9012,21476.17618,-112.48,-0.52,22.1,0.10,-112.48,-0.52,625.61,6.26
161,Exit long,2025-10-11 14:05,TIME,3826.95,5.5733,21250.93717,77.8,0.37,156.89,0.74,0,0.00,703.42,7.03
161,Entry long,2025-10-11 13:20,多,3812.99,5.5733,21250.93717,77.8,0.37,156.89,0.74,0,0.00,703.42,7.03
162,Exit short,2025-10-12 12:50,TIME,3820.17,5.5826,21406.64718,80.17,0.37,120.86,0.56,0,0.00,783.58,7.84
162,Entry short,2025-10-12 12:05,空,3834.53,5.5826,21406.64718,80.17,0.37,120.86,0.56,0,0.00,783.58,7.84
163,Exit short,2025-10-13 03:50,3BAR,4171.21,5.1888,21567.14342,-76.43,-0.35,1.19,0.01,-79.8,-0.37,707.15,7.07
163,Entry short,2025-10-13 03:35,空,4156.48,5.1888,21567.14342,-76.43,-0.35,1.19,0.01,-79.8,-0.37,707.15,7.07
164,Exit short,2025-10-13 23:45,TIME,4256.42,5.0127,21414.2544,78.1,0.36,79.85,0.37,-50.13,-0.23,785.25,7.85
164,Entry short,2025-10-13 23:00,空,4272,5.0127,21414.2544,78.1,0.36,79.85,0.37,-50.13,-0.23,785.25,7.85
165,Exit short,2025-10-21 13:40,TIME,3886.24,5.5561,21570.33591,-22,-0.10,79.34,0.37,-59.56,-0.28,763.25,7.63
165,Entry short,2025-10-21 12:55,空,3882.28,5.5561,21570.33591,-22,-0.10,79.34,0.37,-59.56,-0.28,763.25,7.63
166,Exit short,2025-10-21 16:45,EXT,3945.46,5.5018,21526.12261,-181.01,-0.84,0.77,0.00,-181.01,-0.84,582.24,5.82
166,Entry short,2025-10-21 16:25,空,3912.56,5.5018,21526.12261,-181.01,-0.84,0.77,0.00,-181.01,-0.84,582.24,5.82
167,Exit long,2025-10-23 17:05,TIME,3868.3,5.5225,21164.31855,198.37,0.94,200.69,0.95,-53.68,-0.25,780.61,7.81
167,Entry long,2025-10-23 16:20,多,3832.38,5.5225,21164.31855,198.37,0.94,200.69,0.95,-53.68,-0.25,780.61,7.81
168,Exit short,2025-10-24 15:20,TIME,3971.36,5.4245,21560.97713,18.33,0.09,128.72,0.60,-14.1,-0.07,798.94,7.99
168,Entry short,2025-10-24 14:35,空,3974.74,5.4245,21560.97713,18.33,0.09,128.72,0.60,-14.1,-0.07,798.94,7.99
169,Exit long,2025-10-24 16:05,EXT,3913.2,5.481,21597.49683,-149.25,-0.69,32.01,0.15,-149.25,-0.69,649.69,6.50
169,Entry long,2025-10-24 15:50,多,3940.43,5.481,21597.49683,-149.25,-0.69,32.01,0.15,-149.25,-0.69,649.69,6.50
170,Exit long,2025-10-27 13:15,TIME,4153.06,5.135,21299.20975,26.75,0.13,90.89,0.43,-3.75,-0.02,676.45,6.76
170,Entry long,2025-10-27 12:30,多,4147.85,5.135,21299.20975,26.75,0.13,90.89,0.43,-3.75,-0.02,676.45,6.76
171,Exit long,2025-10-27 20:50,TIME,4200.58,5.0793,21352.71689,-16.71,-0.08,76.85,0.36,-66.89,-0.31,659.74,6.60
171,Entry long,2025-10-27 20:05,多,4203.87,5.0793,21352.71689,-16.71,-0.08,76.85,0.36,-66.89,-0.31,659.74,6.60
172,Exit long,2025-10-28 16:35,EXT,4093.32,5.19,21319.2744,-74.94,-0.35,164.63,0.77,-74.94,-0.35,584.79,5.85
172,Entry long,2025-10-28 15:50,多,4107.76,5.19,21319.2744,-74.94,-0.35,164.63,0.77,-74.94,-0.35,584.79,5.85
173,Exit short,2025-10-31 10:45,TIME,3845.09,5.5025,21169.27303,11.67,0.06,50.68,0.24,-35.6,-0.17,596.46,5.96
173,Entry short,2025-10-31 10:00,空,3847.21,5.5025,21169.27303,11.67,0.06,50.68,0.24,-35.6,-0.17,596.46,5.96
174,Exit long,2025-11-04 00:50,TIME,3599.73,5.9226,21192.83958,126.92,0.60,154.82,0.73,-19.54,-0.09,723.38,7.23
174,Entry long,2025-11-04 00:05,多,3578.3,5.9226,21192.83958,126.92,0.60,154.82,0.73,-19.54,-0.09,723.38,7.23
175,Exit long,2025-11-07 03:20,TIME,3309.35,6.5084,21446.47968,92.09,0.43,200.39,0.93,-66.32,-0.31,815.47,8.15
175,Entry long,2025-11-07 02:35,多,3295.2,6.5084,21446.47968,92.09,0.43,200.39,0.93,-66.32,-0.31,815.47,8.15
176,Exit short,2025-11-10 00:50,TIME,3576.25,6.0262,21630.80385,79.61,0.37,156.74,0.72,-27.36,-0.13,895.08,8.95
176,Entry short,2025-11-10 00:05,空,3589.46,6.0262,21630.80385,79.61,0.37,156.74,0.72,-27.36,-0.13,895.08,8.95
177,Exit short,2025-11-11 02:15,EXT,3592.59,6.0906,21789.97418,-91.05,-0.42,0,0.00,-91.05,-0.42,804.03,8.04
177,Entry short,2025-11-11 02:00,空,3577.64,6.0906,21789.97418,-91.05,-0.42,0,0.00,-91.05,-0.42,804.03,8.04
178,Exit short,2025-11-12 03:05,EXT,3450.29,6.295,21608.02815,-111.55,-0.52,32.04,0.15,-111.55,-0.52,692.48,6.92
178,Entry short,2025-11-12 02:20,空,3432.57,6.295,21608.02815,-111.55,-0.52,32.04,0.15,-111.55,-0.52,692.48,6.92
179,Exit short,2025-11-12 19:25,TIME,3431.79,6.2334,21384.86305,-6.86,-0.03,55.29,0.26,-151.53,-0.71,685.62,6.86
179,Entry short,2025-11-12 18:40,空,3430.69,6.2334,21384.86305,-6.86,-0.03,55.29,0.26,-151.53,-0.71,685.62,6.86
180,Exit long,2025-11-13 05:00,TIME,3444.71,6.2491,21370.98464,155.35,0.73,332.14,1.55,-23,-0.11,840.97,8.41
180,Entry long,2025-11-13 04:15,多,3419.85,6.2491,21370.98464,155.35,0.73,332.14,1.55,-23,-0.11,840.97,8.41
181,Exit long,2025-11-13 14:00,TIME,3495.63,6.2094,21681.92083,23.84,0.11,112.02,0.52,-60.36,-0.28,864.82,8.65
181,Entry long,2025-11-13 13:15,多,3491.79,6.2094,21681.92083,23.84,0.11,112.02,0.52,-60.36,-0.28,864.82,8.65
182,Exit long,2025-11-17 00:50,TIME,3105.1,7.1283,21729.48202,404.6,1.86,414.23,1.91,-23.45,-0.11,1269.42,12.69
182,Entry long,2025-11-17 00:05,多,3048.34,7.1283,21729.48202,404.6,1.86,414.23,1.91,-23.45,-0.11,1269.42,12.69
183,Exit short,2025-11-17 13:20,TIME,3192.74,7.0192,22538.58101,128.1,0.57,181.66,0.81,0,0.00,1397.52,13.98
183,Entry short,2025-11-17 12:35,空,3210.99,7.0192,22538.58101,128.1,0.57,181.66,0.81,0,0.00,1397.52,13.98
184,Exit short,2025-11-18 16:25,TIME,3108.25,7.4437,22794.99138,-341.89,-1.50,225.69,0.99,-414.99,-1.82,1055.63,10.56
184,Entry short,2025-11-18 15:40,空,3062.32,7.4437,22794.99138,-341.89,-1.50,225.69,0.99,-414.99,-1.82,1055.63,10.56
185,Exit long,2025-11-21 03:30,EXT,2826.25,7.7665,22110.9925,-160.92,-0.73,10.95,0.05,-160.92,-0.73,894.71,8.95
185,Entry long,2025-11-21 03:20,多,2846.97,7.7665,22110.9925,-160.92,-0.73,10.95,0.05,-160.92,-0.73,894.71,8.95
186,Exit short,2025-11-23 06:05,TIME,2824.95,7.684,21789.28828,82.37,0.38,129.55,0.59,-33.81,-0.16,977.08,9.77
186,Entry short,2025-11-23 05:20,空,2835.67,7.684,21789.28828,82.37,0.38,129.55,0.59,-33.81,-0.16,977.08,9.77
187,Exit long,2025-11-24 06:15,TIME,2874.26,7.765,21953.9845,364.64,1.66,446.49,2.03,-76.72,-0.35,1341.73,13.42
187,Entry long,2025-11-24 05:30,多,2827.3,7.765,21953.9845,364.64,1.66,446.49,2.03,-76.72,-0.35,1341.73,13.42
188,Exit short,2025-11-24 16:20,TIME,2824.92,8.0208,22683.38386,25.27,0.11,367.91,1.62,-102.1,-0.45,1366.99,13.67
188,Entry short,2025-11-24 15:35,空,2828.07,8.0208,22683.38386,25.27,0.11,367.91,1.62,-102.1,-0.45,1366.99,13.67
189,Exit long,2025-11-26 00:00,TIME,2960.8,7.7799,22733.72359,301,1.32,424,1.87,-24.2,-0.11,1668,16.68
189,Entry long,2025-11-25 23:15,多,2922.11,7.7799,22733.72359,301,1.32,424,1.87,-24.2,-0.11,1668,16.68
190,Exit short,2025-11-26 03:30,TIME,2960.9,7.8587,23335.70237,66.88,0.29,94.38,0.40,-47,-0.20,1734.87,17.35
190,Entry short,2025-11-26 02:45,空,2969.41,7.8587,23335.70237,66.88,0.29,94.38,0.40,-47,-0.20,1734.87,17.35
191,Exit short,2025-11-29 06:45,TIME,3033.58,7.7321,23469.62973,13.69,0.06,14.77,0.06,-51.03,-0.22,1748.56,17.49
191,Entry short,2025-11-29 06:00,空,3035.35,7.7321,23469.62973,13.69,0.06,14.77,0.06,-51.03,-0.22,1748.56,17.49
192,Exit short,2025-12-02 02:55,TIME,2793.9,8.3835,23496.93846,74.28,0.32,93.98,0.40,-33.79,-0.14,1822.84,18.23
192,Entry short,2025-12-02 02:10,空,2802.76,8.3835,23496.93846,74.28,0.32,93.98,0.40,-33.79,-0.14,1822.84,18.23
193,Exit short,2025-12-05 16:50,TIME,3112.18,7.5509,23645.64335,145.88,0.62,180.84,0.76,-113.26,-0.48,1968.72,19.69
193,Entry short,2025-12-05 16:05,空,3131.5,7.5509,23645.64335,145.88,0.62,180.84,0.76,-113.26,-0.48,1968.72,19.69
194,Exit short,2025-12-05 20:00,TIME,2989.52,7.8672,23937.3721,418.22,1.75,508.85,2.13,-0.55,0.00,2386.94,23.87
194,Entry short,2025-12-05 19:15,空,3042.68,7.8672,23937.3721,418.22,1.75,508.85,2.13,-0.55,0.00,2386.94,23.87
195,Exit short,2025-12-06 05:00,TIME,3038.71,8.159,24773.66124,-19.17,-0.08,34.76,0.14,-39.9,-0.16,2367.77,23.68
195,Entry short,2025-12-06 04:15,空,3036.36,8.159,24773.66124,-19.17,-0.08,34.76,0.14,-39.9,-0.16,2367.77,23.68
196,Exit short,2025-12-07 17:45,TIME,3013.3,8.224,24735.48928,-45.89,-0.19,83.31,0.34,-128.21,-0.52,2321.88,23.22
196,Entry short,2025-12-07 17:00,空,3007.72,8.224,24735.48928,-45.89,-0.19,83.31,0.34,-128.21,-0.52,2321.88,23.22
197,Exit long,2025-12-07 22:40,EXT,3112.74,7.8801,24643.59433,-114.89,-0.47,0.08,0.00,-120.88,-0.49,2206.99,22.07
197,Entry long,2025-12-07 22:30,多,3127.32,7.8801,24643.59433,-114.89,-0.47,0.08,0.00,-120.88,-0.49,2206.99,22.07
198,Exit long,2025-12-08 16:10,EXT,3108.88,7.7806,24413.96668,-225.01,-0.92,1.09,0.00,-255.2,-1.05,1981.97,19.82
198,Entry long,2025-12-08 16:00,多,3137.8,7.7806,24413.96668,-225.01,-0.92,1.09,0.00,-255.2,-1.05,1981.97,19.82
199,Exit long,2025-12-08 20:45,TIME,3122,7.7296,23963.92429,167.89,0.70,168.58,0.70,-26.74,-0.11,2149.86,21.50
199,Entry long,2025-12-08 20:00,多,3100.28,7.7296,23963.92429,167.89,0.70,168.58,0.70,-26.74,-0.11,2149.86,21.50
200,Exit short,2025-12-10 11:50,TIME,3312.92,7.253,24299.65337,271.04,1.12,299.26,1.23,-12.4,-0.05,2420.9,24.21
200,Entry short,2025-12-10 11:05,空,3350.29,7.253,24299.65337,271.04,1.12,299.26,1.23,-12.4,-0.05,2420.9,24.21
201,Exit short,2025-12-12 20:25,TIME,3071.07,8.0504,24841.5218,118.18,0.48,159,0.64,-76.96,-0.31,2539.08,25.39
201,Entry short,2025-12-12 19:40,空,3085.75,8.0504,24841.5218,118.18,0.48,159,0.64,-76.96,-0.31,2539.08,25.39
202,Exit short,2025-12-16 12:30,TIME,2956.03,8.5052,25077.92241,-63.7,-0.25,104.87,0.42,-110.06,-0.44,2475.38,24.75
202,Entry short,2025-12-16 11:45,空,2948.54,8.5052,25077.92241,-63.7,-0.25,104.87,0.42,-110.06,-0.44,2475.38,24.75
203,Exit short,2025-12-17 03:05,TIME,2944.63,8.4308,24950.69968,125.11,0.50,130.17,0.52,-52.36,-0.21,2600.49,26.00
203,Entry short,2025-12-17 02:20,空,2959.47,8.4308,24950.69968,125.11,0.50,130.17,0.52,-52.36,-0.21,2600.49,26.00
204,Exit short,2025-12-17 15:00,EXT,2944.28,8.5788,25200.82552,-57.56,-0.23,8.06,0.03,-112.38,-0.45,2542.93,25.43
204,Entry short,2025-12-17 14:50,空,2937.57,8.5788,25200.82552,-57.56,-0.23,8.06,0.03,-112.38,-0.45,2542.93,25.43
205,Exit long,2025-12-18 20:40,EXT,2802.98,8.8635,25085.7436,-241.53,-0.96,6.65,0.03,-241.53,-0.96,2301.4,23.01
205,Entry long,2025-12-18 20:05,多,2830.23,8.8635,25085.7436,-241.53,-0.96,6.65,0.03,-241.53,-0.96,2301.4,23.01
206,Exit short,2025-12-19 16:30,TIME,2966.08,8.2761,24602.52799,54.95,0.22,179.76,0.73,-374.66,-1.52,2356.35,23.56
206,Entry short,2025-12-19 15:45,空,2972.72,8.2761,24602.52799,54.95,0.22,179.76,0.73,-374.66,-1.52,2356.35,23.56
207,Exit short,2025-12-19 18:20,TIME,2981.36,8.2825,24712.57808,19.46,0.08,212.94,0.86,-74.96,-0.30,2375.81,23.76
207,Entry short,2025-12-19 17:35,空,2983.71,8.2825,24712.57808,19.46,0.08,212.94,0.86,-74.96,-0.30,2375.81,23.76
208,Exit long,2025-12-19 18:45,EXT,2953.93,8.3399,24751.40542,-115.92,-0.47,5.5,0.02,-115.92,-0.47,2259.89,22.60
208,Entry long,2025-12-19 18:35,多,2967.83,8.3399,24751.40542,-115.92,-0.47,5.5,0.02,-115.92,-0.47,2259.89,22.60
209,Exit short,2025-12-22 10:15,TIME,3036.31,8.0551,24519.64385,61.86,0.25,164.49,0.67,-4.51,-0.02,2321.75,23.22
209,Entry short,2025-12-22 09:30,空,3043.99,8.0551,24519.64385,61.86,0.25,164.49,0.67,-4.51,-0.02,2321.75,23.22
210,Exit short,2025-12-25 16:40,EXT,2954.36,8.3685,24643.30774,-80.25,-0.33,6.44,0.03,-80.25,-0.33,2241.5,22.41
210,Entry short,2025-12-25 16:30,空,2944.77,8.3685,24643.30774,-80.25,-0.33,6.44,0.03,-80.25,-0.33,2241.5,22.41
211,Exit long,2025-12-30 15:55,TIME,2995.2,8.2325,24482.71407,175.27,0.72,286.16,1.17,-140.94,-0.58,2416.77,24.17
211,Entry long,2025-12-30 15:10,多,2973.91,8.2325,24482.71407,175.27,0.72,286.16,1.17,-140.94,-0.58,2416.77,24.17
212,Exit short,2025-12-31 16:00,TIME,2992.24,8.2513,24833.44253,143.57,0.58,245.31,0.99,-19.47,-0.08,2560.34,25.60
212,Entry short,2025-12-31 15:15,空,3009.64,8.2513,24833.44253,143.57,0.58,245.31,0.99,-19.47,-0.08,2560.34,25.60
213,Exit long,2025-12-31 18:35,TIME,2972.76,8.4467,25120.40133,-10.39,-0.04,46.2,0.18,-60.39,-0.24,2549.95,25.50
213,Entry long,2025-12-31 17:50,多,2973.99,8.4467,25120.40133,-10.39,-0.04,46.2,0.18,-60.39,-0.24,2549.95,25.50
214,Exit short,2026-01-02 16:40,EXT,3094,8.1459,25099.88021,-103.53,-0.41,232.48,0.93,-103.53,-0.41,2446.42,24.46
214,Entry short,2026-01-02 15:55,空,3081.29,8.1459,25099.88021,-103.53,-0.41,232.48,0.93,-103.53,-0.41,2446.42,24.46
215,Exit short,2026-01-02 23:40,EXT,3140.43,7.9462,24892.66343,-61.82,-0.25,31.31,0.13,-61.82,-0.25,2384.6,23.85
215,Entry short,2026-01-02 23:10,空,3132.65,7.9462,24892.66343,-61.82,-0.25,31.31,0.13,-61.82,-0.25,2384.6,23.85
216,Exit long,2026-01-08 07:15,EXT,3120.41,7.8953,24769.13516,-132.56,-0.54,8.13,0.03,-132.56,-0.54,2252.03,22.52
216,Entry long,2026-01-08 07:05,多,3137.2,7.8953,24769.13516,-132.56,-0.54,8.13,0.03,-132.56,-0.54,2252.03,22.52
217,Exit long,2026-01-08 15:40,EXT,3060.8,7.9565,24503.95131,-150.7,-0.61,33.97,0.14,-150.7,-0.61,2101.34,21.01
217,Entry long,2026-01-08 15:30,多,3079.74,7.9565,24503.95131,-150.7,-0.61,33.97,0.14,-150.7,-0.61,2101.34,21.01
218,Exit short,2026-01-09 15:20,TIME,3088.41,7.8097,24202.65079,83.1,0.34,180.01,0.74,-20.38,-0.08,2184.43,21.84
218,Entry short,2026-01-09 14:35,空,3099.05,7.8097,24202.65079,83.1,0.34,180.01,0.74,-20.38,-0.08,2184.43,21.84
219,Exit short,2026-01-14 21:15,TIME,3374.45,7.2324,24368.77624,-36.6,-0.15,63.36,0.26,-163.52,-0.67,2147.84,21.48
219,Entry short,2026-01-14 20:30,空,3369.39,7.2324,24368.77624,-36.6,-0.15,63.36,0.26,-163.52,-0.67,2147.84,21.48
220,Exit long,2026-01-20 09:30,EXT,3103.62,7.8046,24295.64175,-73.13,-0.30,11.39,0.05,-73.13,-0.30,2074.71,20.75
220,Entry long,2026-01-20 09:20,多,3112.99,7.8046,24295.64175,-73.13,-0.30,11.39,0.05,-73.13,-0.30,2074.71,20.75
221,Exit long,2026-01-22 20:50,TIME,2955.17,8.2016,24149.28314,87.84,0.36,143.86,0.60,-52.98,-0.22,2162.55,21.63
221,Entry long,2026-01-22 20:05,多,2944.46,8.2016,24149.28314,87.84,0.36,143.86,0.60,-52.98,-0.22,2162.55,21.63
222,Exit short,2026-01-26 14:05,TIME,2900.14,8.3829,24324.99625,13.41,0.06,49.96,0.21,-21.54,-0.09,2175.96,21.76
222,Entry short,2026-01-26 13:20,空,2901.74,8.3829,24324.99625,13.41,0.06,49.96,0.21,-21.54,-0.09,2175.96,21.76
223,Exit short,2026-01-27 16:10,TIME,2929.87,8.318,24351.7768,-18.88,-0.08,183.83,0.75,-94.83,-0.39,2157.08,21.57
223,Entry short,2026-01-27 15:25,空,2927.6,8.318,24351.7768,-18.88,-0.08,183.83,0.75,-94.83,-0.39,2157.08,21.57
224,Exit short,2026-01-27 20:40,EXT,2982.39,8.1843,24313.91844,-94.86,-0.39,57.21,0.24,-94.86,-0.39,2062.22,20.62
224,Entry short,2026-01-27 20:00,空,2970.8,8.1843,24313.91844,-94.86,-0.39,57.21,0.24,-94.86,-0.39,2062.22,20.62
225,Exit short,2026-01-28 19:40,TIME,3009.19,8.0058,24124.35749,33.38,0.14,117.37,0.49,-78.78,-0.33,2095.61,20.96
225,Entry short,2026-01-28 18:55,空,3013.36,8.0058,24124.35749,33.38,0.14,117.37,0.49,-78.78,-0.33,2095.61,20.96
226,Exit long,2026-01-30 17:15,TIME,2729.56,8.8901,24191.02891,75.03,0.31,194.52,0.80,-49.87,-0.21,2170.64,21.71
226,Entry long,2026-01-30 16:30,多,2721.12,8.8901,24191.02891,75.03,0.31,194.52,0.80,-49.87,-0.21,2170.64,21.71
227,Exit short,2026-02-03 13:25,EXT,2294.42,10.6452,24341.10142,-83.46,-0.34,28.42,0.12,-83.46,-0.34,2087.18,20.87
227,Entry short,2026-02-03 13:15,空,2286.58,10.6452,24341.10142,-83.46,-0.34,28.42,0.12,-83.46,-0.34,2087.18,20.87
228,Exit short,2026-02-05 15:50,TIME,2066.19,11.6965,24174.20924,7.02,0.03,153.69,0.64,-474.29,-1.96,2094.2,20.94
228,Entry short,2026-02-05 15:05,空,2066.79,11.6965,24174.20924,7.02,0.03,153.69,0.64,-474.29,-1.96,2094.2,20.94
229,Exit short,2026-02-07 22:25,EXT,2108.04,11.4959,24188.29327,-45.52,-0.19,78.75,0.33,-50.01,-0.21,2048.67,20.49
229,Entry short,2026-02-07 21:55,空,2104.08,11.4959,24188.29327,-45.52,-0.19,78.75,0.33,-50.01,-0.21,2048.67,20.49
230,Exit short,2026-02-09 03:10,TIME,2068.84,11.5254,24097.19107,252.98,1.05,436.47,1.81,-13.25,-0.06,2301.66,23.02
230,Entry short,2026-02-09 02:25,空,2090.79,11.5254,24097.19107,252.98,1.05,436.47,1.81,-13.25,-0.06,2301.66,23.02
231,Exit long,2026-02-10 16:35,TIME,2024.05,12.2452,24603.17829,181.72,0.74,242.21,0.98,-86.94,-0.35,2483.38,24.83
231,Entry long,2026-02-10 15:50,多,2009.21,12.2452,24603.17829,181.72,0.74,242.21,0.98,-86.94,-0.35,2483.38,24.83
232,Exit long,2026-02-11 09:55,TIME,1948.76,12.8489,24966.69759,72.72,0.29,110.37,0.44,-25.7,-0.10,2556.1,25.56
232,Entry long,2026-02-11 09:10,多,1943.1,12.8489,24966.69759,72.72,0.29,110.37,0.44,-25.7,-0.10,2556.1,25.56
233,Exit long,2026-02-17 03:50,TIME,2001.34,12.5986,25112.03346,102.05,0.41,194.02,0.77,-10.2,-0.04,2658.15,26.58
