Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
91,Entry long,2025-07-30 21:30,Long-C,3758.7,1.7447,6557.80389,-6.56,-0.10,45.12,0.69,-9.52,-0.15,-1743.52,-17.44
92,Exit long,2025-07-31 01:30,TIME,3808.67,0.0001,0.37587,0.005,1.23,0.01,1.34,-0.002,-0.56,-1743.51,-17.44
92,Entry long,2025-07-30 21:30,Long-C,3758.7,0.0001,0.37587,0.005,1.23,0.01,1.34,-0.002,-0.56,-1743.51,-17.44
93,Exit long,2025-08-11 15:30,TP1,4234.51,2.3679,9902.5578,114.37,1.15,119.39,1.21,-47.03,-0.47,-1632.44,-16.32
93,Entry long,2025-08-11 14:00,Long-A,4182,2.3679,9902.5578,114.37,1.15,119.39,1.21,-47.03,-0.47,-1632.44,-16.32
94,Exit long,2025-08-11 15:30,TP2,4278.56,1.5786,6601.7052,145.75,2.21,191.83,2.90,-31.35,-0.47,-1483.39,-14.83
94,Entry long,2025-08-11 14:00,Long-A,4182,1.5786,6601.7052,145.75,2.21,191.83,2.90,-31.35,-0.47,-1483.39,-14.83
95,Exit long,2025-08-11 18:00,TIME,4350.5,0.0001,0.4182,0.02,3.93,0.02,4.44,-0.002,-0.47,-1483.37,-14.83
95,Entry long,2025-08-11 14:00,Long-A,4182,0.0001,0.4182,0.02,3.93,0.02,4.44,-0.002,-0.47,-1483.37,-14.83
96,Exit long,2025-08-14 16:30,TP1,4666.39,2.2152,10214.81885,111.89,1.09,117.06,1.15,-77.06,-0.75,-1374.88,-13.75
96,Entry long,2025-08-14 15:30,Long-A,4611.24,2.2152,10214.81885,111.89,1.09,117.06,1.15,-77.06,-0.75,-1374.88,-13.75
97,Exit long,2025-08-14 17:00,BE,4611.24,1.4768,6809.879232,-6.81,-0.10,132.5,1.94,-51.37,-0.75,-1378.29,-13.78
97,Entry long,2025-08-14 15:30,Long-A,4611.24,1.4768,6809.879232,-6.81,-0.10,132.5,1.94,-51.37,-0.75,-1378.29,-13.78
98,Exit long,2025-09-14 18:30,TIME,4595.14,3.7219,17234.59292,-149.11,-0.86,36.53,0.21,-215.52,-1.25,-1527.4,-15.27
98,Entry long,2025-09-14 14:30,Long-A,4630.59,3.7219,17234.59292,-149.11,-0.86,36.53,0.21,-215.52,-1.25,-1527.4,-15.27
99,Exit long,2025-09-17 08:30,TP1,4532.87,2.2519,10161.45104,35.93,0.35,41.04,0.40,-29.63,-0.29,-1494.85,-14.95
99,Entry long,2025-09-17 07:30,Long-B,4512.39,2.2519,10161.45104,35.93,0.35,41.04,0.40,-29.63,-0.29,-1494.85,-14.95
100,Exit long,2025-09-17 08:30,TP2,4543.61,1.5013,6774.451107,40.07,0.59,50.28,0.74,-19.75,-0.29,-1451.39,-14.51
100,Entry long,2025-09-17 07:30,Long-B,4512.39,1.5013,6774.451107,40.07,0.59,50.28,0.74,-19.75,-0.29,-1451.39,-14.51
101,Exit long,2025-09-17 11:30,TIME,4493.08,0.0001,0.451239,-0.002,-0.53,0.004,0.87,-0.002,-0.49,-1451.39,-14.51
101,Entry long,2025-09-17 07:30,Long-B,4512.39,0.0001,0.451239,-0.002,-0.53,0.004,0.87,-0.002,-0.49,-1451.39,-14.51
102,Exit short,2025-09-27 00:00,TIME,4028,4.217,17088.63344,85.52,0.50,200.96,1.18,-24.74,-0.14,-1365.87,-13.66
102,Entry short,2025-09-26 20:00,Short-A,4052.32,4.217,17088.63344,85.52,0.50,200.96,1.18,-24.74,-0.14,-1365.87,-13.66
103,Exit short,2025-09-28 03:00,TP1,4002.19,2.5753,10355.2813,38.11,0.37,43.26,0.42,-29.77,-0.29,-1331.21,-13.31
103,Entry short,2025-09-28 00:30,Short-A,4021,2.5753,10355.2813,38.11,0.37,43.26,0.42,-29.77,-0.29,-1331.21,-13.31
104,Exit short,2025-09-28 03:00,TP2,4005.06,1.7169,6903.6549,20.48,0.30,29.68,0.43,-19.85,-0.29,-1307.29,-13.07
104,Entry short,2025-09-28 00:30,Short-A,4021,1.7169,6903.6549,20.48,0.30,29.68,0.43,-19.85,-0.29,-1307.29,-13.07
105,Exit short,2025-09-28 04:30,TIME,3999.45,0.0001,0.4021,0.002,0.44,0.003,0.67,-0.001,-0.29,-1307.28,-13.07
105,Entry short,2025-09-28 00:30,Short-A,4021,0.0001,0.4021,0.002,0.44,0.003,0.67,-0.001,-0.29,-1307.28,-13.07
106,Exit long,2025-10-04 22:00,TP1,4477.68,2.3421,10425.6942,51.02,0.49,56.27,0.54,-11.96,-0.11,-1259.74,-12.60
106,Entry long,2025-10-04 18:00,Long-A,4451.43,2.3421,10425.6942,51.02,0.49,56.27,0.54,-11.96,-0.11,-1259.74,-12.60
107,Exit long,2025-10-04 22:00,TP2,4482.68,1.5614,6950.462802,41.82,0.60,46.76,0.67,-7.97,-0.11,-1214.44,-12.14
107,Entry long,2025-10-04 18:00,Long-A,4451.43,1.5614,6950.462802,41.82,0.60,46.76,0.67,-7.97,-0.11,-1214.44,-12.14
108,Exit long,2025-10-04 22:30,TIME,4473,0.0001,0.445143,0.002,0.38,0.003,0.68,-0.001,-0.11,-1214.44,-12.14
108,Entry long,2025-10-04 18:00,Long-A,4451.43,0.0001,0.445143,0.002,0.38,0.003,0.68,-0.001,-0.11,-1214.44,-12.14
109,Exit long,2025-10-06 00:00,TP1,4514.9,2.3434,10537.19184,32.47,0.31,37.76,0.36,-20.59,-0.20,-1185.49,-11.85
109,Entry long,2025-10-05 22:30,Long-A,4496.54,2.3434,10537.19184,32.47,0.31,37.76,0.36,-20.59,-0.20,-1185.49,-11.85
110,Exit long,2025-10-06 01:00,TP2,4520.32,1.5622,7024.494788,30.11,0.43,33.64,0.48,-13.73,-0.20,-1151.87,-11.52
110,Entry long,2025-10-05 22:30,Long-A,4496.54,1.5622,7024.494788,30.11,0.43,33.64,0.48,-13.73,-0.20,-1151.87,-11.52
111,Exit long,2025-10-06 02:30,TIME,4497.8,0.0001,0.449654,-0.0003,-0.07,0.01,1.18,-0.001,-0.28,-1151.87,-11.52
111,Entry long,2025-10-05 22:30,Long-A,4496.54,0.0001,0.449654,-0.0003,-0.07,0.01,1.18,-0.001,-0.28,-1151.87,-11.52
112,Exit long,2025-10-08 19:00,TP1,4524.16,2.3783,10612.21243,136.91,1.29,142.29,1.34,-26.21,-0.25,-1018.49,-10.18
112,Entry long,2025-10-08 18:00,Long-C,4462.1,2.3783,10612.21243,136.91,1.29,142.29,1.34,-26.21,-0.25,-1018.49,-10.18
113,Exit long,2025-10-08 19:00,TP2,4538.1,1.5855,7074.65955,113.36,1.60,130.87,1.85,-17.47,-0.25,-901.59,-9.02
113,Entry long,2025-10-08 18:00,Long-C,4462.1,1.5855,7074.65955,113.36,1.60,130.87,1.85,-17.47,-0.25,-901.59,-9.02
114,Exit long,2025-10-08 22:00,TIME,4518.56,0.0001,0.44621,0.01,1.16,0.01,2.07,-0.001,-0.25,-901.59,-9.02
114,Entry long,2025-10-08 18:00,Long-C,4462.1,0.0001,0.44621,0.01,1.16,0.01,2.07,-0.001,-0.25,-901.59,-9.02
115,Exit short,2025-10-13 08:30,TIME,4168.56,4.3752,18187.7064,-68.79,-0.38,181.45,1.00,-115.1,-0.63,-970.38,-9.70
115,Entry short,2025-10-13 04:30,Short-C,4157,4.3752,18187.7064,-68.79,-0.38,181.45,1.00,-115.1,-0.63,-970.38,-9.70
116,Exit short,2025-10-14 19:30,TP1,4090.42,2.6281,10830.03217,69.21,0.64,74.58,0.69,-34.51,-0.32,-904.78,-9.05
116,Entry short,2025-10-14 19:00,Short-C,4120.86,2.6281,10830.03217,69.21,0.64,74.58,0.69,-34.51,-0.32,-904.78,-9.05
117,Exit short,2025-10-14 20:00,BE,4120.86,1.752,7219.74672,-7.22,-0.10,52.03,0.72,-23,-0.32,-908.39,-9.08
117,Entry short,2025-10-14 19:00,Short-C,4120.86,1.752,7219.74672,-7.22,-0.10,52.03,0.72,-23,-0.32,-908.39,-9.08
118,Exit short,2025-10-15 03:00,TIME,4084.62,0.0001,0.412086,0.003,0.78,0.01,1.77,-0.003,-0.67,-908.39,-9.08
118,Entry short,2025-10-14 19:00,Short-C,4120.86,0.0001,0.412086,0.003,0.78,0.01,1.77,-0.003,-0.67,-908.39,-9.08
119,Exit short,2025-10-15 13:00,TP1,4097.58,2.6262,10904.00866,132.11,1.21,137.49,1.26,-47.16,-0.43,-779.91,-7.80
119,Entry short,2025-10-15 11:00,Short-C,4152.01,2.6262,10904.00866,132.11,1.21,137.49,1.26,-47.16,-0.43,-779.91,-7.80
120,Exit short,2025-10-15 13:00,TP2,4102.36,1.7508,7269.339108,79.7,1.10,113.69,1.56,-31.44,-0.43,-696.57,-6.97
120,Entry short,2025-10-15 11:00,Short-C,4152.01,1.7508,7269.339108,79.7,1.10,113.69,1.56,-31.44,-0.43,-696.57,-6.97
121,Exit short,2025-10-15 15:00,TIME,4074.82,0.0001,0.415201,0.01,1.76,0.01,2.04,-0.002,-0.43,-696.57,-6.97
121,Entry short,2025-10-15 11:00,Short-C,4152.01,0.0001,0.415201,0.01,1.76,0.01,2.04,-0.002,-0.43,-696.57,-6.97
122,Exit short,2025-10-18 11:00,TP1,3863.22,2.8681,11158.25701,67.04,0.60,72.58,0.65,-43.81,-0.39,-633.25,-6.33
122,Entry short,2025-10-18 09:30,Short-A,3890.47,2.8681,11158.25701,67.04,0.60,72.58,0.65,-43.81,-0.39,-633.25,-6.33
123,Exit short,2025-10-18 12:00,TP2,3862.73,1.912,7438.57864,45.63,0.61,49.32,0.66,-29.21,-0.39,-583.9,-5.84
123,Entry short,2025-10-18 09:30,Short-A,3890.47,1.912,7438.57864,45.63,0.61,49.32,0.66,-29.21,-0.39,-583.9,-5.84
124,Exit short,2025-10-18 13:30,TIME,3880.78,0.0001,0.389047,0.001,0.15,0.003,0.73,-0.002,-0.39,-583.9,-5.84
124,Entry short,2025-10-18 09:30,Short-A,3890.47,0.0001,0.389047,0.001,0.15,0.003,0.73,-0.002,-0.39,-583.9,-5.84
125,Exit short,2025-10-18 23:00,TP1,3868.89,2.905,11293.1294,42.74,0.38,48.36,0.43,-65.02,-0.58,-544.93,-5.45
125,Entry short,2025-10-18 20:00,Short-A,3887.48,2.905,11293.1294,42.74,0.38,48.36,0.43,-65.02,-0.58,-544.93,-5.45
126,Exit short,2025-10-18 23:30,BE,3887.48,1.9367,7528.882516,-7.53,-0.10,35.28,0.47,-43.35,-0.58,-548.69,-5.49
126,Entry short,2025-10-18 20:00,Short-A,3887.48,1.9367,7528.882516,-7.53,-0.10,35.28,0.47,-43.35,-0.58,-548.69,-5.49
127,Exit short,2025-10-19 00:00,TIME,3890.02,0.0001,0.388748,-0.001,-0.17,0.002,0.47,-0.002,-0.58,-548.69,-5.49
127,Entry short,2025-10-18 20:00,Short-A,3887.48,0.0001,0.388748,-0.001,-0.17,0.002,0.47,-0.002,-0.58,-548.69,-5.49
128,Exit short,2025-10-19 08:30,TP1,3875.35,2.9076,11335.83104,56.56,0.50,62.2,0.55,-66.12,-0.58,-495.91,-4.96
128,Entry short,2025-10-19 06:00,Short-A,3898.69,2.9076,11335.83104,56.56,0.50,62.2,0.55,-66.12,-0.58,-495.91,-4.96
129,Exit short,2025-10-19 08:30,TP2,3879.36,1.9384,7557.220696,29.93,0.40,48.93,0.65,-44.08,-0.58,-462.2,-4.62
129,Entry short,2025-10-19 06:00,Short-A,3898.69,1.9384,7557.220696,29.93,0.40,48.93,0.65,-44.08,-0.58,-462.2,-4.62
130,Exit short,2025-10-20 02:00,TP1,3930.25,2.8654,11439.39315,166.3,1.45,171.94,1.50,-15.15,-0.13,-299.71,-3.00
130,Entry short,2025-10-20 01:00,Short-C,3992.25,2.8654,11439.39315,166.3,1.45,171.94,1.50,-15.15,-0.13,-299.71,-3.00
131,Exit short,2025-10-20 02:00,TP2,3924.32,1.9102,7625.99595,122.2,1.60,134.96,1.77,-10.1,-0.13,-173.7,-1.74
131,Entry short,2025-10-20 01:00,Short-C,3992.25,1.9102,7625.99595,122.2,1.60,134.96,1.77,-10.1,-0.13,-173.7,-1.74
132,Exit short,2025-10-20 05:00,TIME,3960.41,0.0001,0.399225,0.003,0.70,0.01,2.09,-0.001,-0.13,-173.69,-1.74
132,Entry short,2025-10-20 01:00,Short-C,3992.25,0.0001,0.399225,0.003,0.70,0.01,2.09,-0.001,-0.13,-173.69,-1.74
133,Exit short,2025-10-23 13:00,TIME,3880.49,5.0664,19642.58479,-37.18,-0.19,89.94,0.46,-153.91,-0.78,-210.88,-2.11
133,Entry short,2025-10-23 09:00,Short-A,3877.03,5.0664,19642.58479,-37.18,-0.19,89.94,0.46,-153.91,-0.78,-210.88,-2.11
134,Exit short,2025-10-23 20:30,TP1,3857.58,3.0217,11740.87578,72.73,0.62,78.56,0.67,-128.97,-1.10,-142.06,-1.42
134,Entry short,2025-10-23 19:00,Short-A,3885.52,3.0217,11740.87578,72.73,0.62,78.56,0.67,-128.97,-1.10,-142.06,-1.42
135,Exit short,2025-10-23 21:00,TP2,3867.82,2.0144,7826.991488,27.85,0.36,54.22,0.69,-85.98,-1.10,-110.3,-1.10
135,Entry short,2025-10-23 19:00,Short-A,3885.52,2.0144,7826.991488,27.85,0.36,54.22,0.69,-85.98,-1.10,-110.3,-1.10
136,Exit short,2025-10-23 23:00,TIME,3825.75,0.0001,0.388552,0.01,1.44,0.01,1.72,-0.004,-1.10,-110.3,-1.10
136,Entry short,2025-10-23 19:00,Short-A,3885.52,0.0001,0.388552,0.01,1.44,0.01,1.72,-0.004,-1.10,-110.3,-1.10
137,Exit short,2025-10-25 13:30,TIME,3938.66,5.0338,19769.1924,-77.03,-0.39,0,0.00,-149.37,-0.76,-187.33,-1.87
137,Entry short,2025-10-25 09:30,Short-C,3927.29,5.0338,19769.1924,-77.03,-0.39,0,0.00,-149.37,-0.76,-187.33,-1.87
138,Exit short,2025-10-31 13:30,TP1,3853,3.0416,11769.10621,38.08,0.32,43.94,0.37,-30.58,-0.26,-153.18,-1.53
138,Entry short,2025-10-31 13:00,Short-A,3869.38,3.0416,11769.10621,38.08,0.32,43.94,0.37,-30.58,-0.26,-153.18,-1.53
139,Exit short,2025-10-31 13:30,TP2,3834.79,2.0277,7845.941826,62.33,0.79,70.37,0.90,-20.39,-0.26,-86.92,-0.87
139,Entry short,2025-10-31 13:00,Short-A,3869.38,2.0277,7845.941826,62.33,0.79,70.37,0.90,-20.39,-0.26,-86.92,-0.87
140,Exit short,2025-10-31 17:00,TIME,3859.28,0.0001,0.386938,0.001,0.16,0.004,0.97,-0.001,-0.35,-86.92,-0.87
140,Entry short,2025-10-31 13:00,Short-A,3869.38,0.0001,0.386938,0.001,0.16,0.004,0.97,-0.001,-0.35,-86.92,-0.87
141,Exit short,2025-11-01 14:00,TIME,3873.01,5.1132,19816.0532,-7.23,-0.04,33.76,0.17,-35.32,-0.18,-94.16,-0.94
141,Entry short,2025-11-01 10:00,Short-A,3875.47,5.1132,19816.0532,-7.23,-0.04,33.76,0.17,-35.32,-0.18,-94.16,-0.94
142,Exit short,2025-11-01 18:30,TP1,3862,3.0588,11880.68508,55.75,0.47,61.66,0.52,-58.92,-0.50,-42.36,-0.42
142,Entry short,2025-11-01 17:00,Short-A,3884.1,3.0588,11880.68508,55.75,0.47,61.66,0.52,-58.92,-0.50,-42.36,-0.42
143,Exit short,2025-11-01 18:30,TP2,3864.19,2.0392,7920.45672,32.7,0.41,44.29,0.56,-39.28,-0.50,-5.7,-0.06
143,Entry short,2025-11-01 17:00,Short-A,3884.1,2.0392,7920.45672,32.7,0.41,44.29,0.56,-39.28,-0.50,-5.7,-0.06
144,Exit short,2025-11-01 21:00,TIME,3887.62,0.0001,0.38841,-0.001,-0.19,0.002,0.56,-0.002,-0.50,-5.7,-0.06
144,Entry short,2025-11-01 17:00,Short-A,3884.1,0.0001,0.38841,-0.001,-0.19,0.002,0.56,-0.002,-0.50,-5.7,-0.06
145,Exit short,2025-11-05 22:00,TIME,3435.33,5.8161,19978.36166,-21.84,-0.11,79.93,0.40,-265.84,-1.33,-27.54,-0.28
145,Entry short,2025-11-05 18:00,Short-A,3435.01,5.8161,19978.36166,-21.84,-0.11,79.93,0.40,-265.84,-1.33,-27.54,-0.28
146,Exit short,2025-11-07 23:30,TIME,3444.52,5.8206,19934.68191,-134.48,-0.67,44.98,0.23,-285.75,-1.43,-162.03,-1.62
146,Entry short,2025-11-07 19:30,Short-A,3424.85,5.8206,19934.68191,-134.48,-0.67,44.98,0.23,-285.75,-1.43,-162.03,-1.62
147,Exit short,2025-11-09 15:00,SL,3509.46,3.4294,11799.33082,-247.93,-2.10,0,0.00,-241.91,-2.05,-413.89,-4.14
147,Entry short,2025-11-09 13:30,Short-C,3440.64,3.4294,11799.33082,-247.93,-2.10,0,0.00,-241.91,-2.05,-413.89,-4.14
148,Exit short,2025-11-09 15:00,SL,3509.46,2.2863,7866.335232,-165.29,-2.10,0,0.00,-161.28,-2.05,-575.24,-5.75
148,Entry short,2025-11-09 13:30,Short-C,3440.64,2.2863,7866.335232,-165.29,-2.10,0,0.00,-161.28,-2.05,-575.24,-5.75
149,Exit short,2025-11-09 15:00,SL,3553.75,0.0001,0.344064,-0.01,-3.39,0,0.00,-0.01,-3.34,-575.26,-5.75
149,Entry short,2025-11-09 13:30,Short-C,3440.64,0.0001,0.344064,-0.01,-3.39,0,0.00,-0.01,-3.34,-575.26,-5.75
150,Exit short,2025-11-15 20:30,TP1,3194.67,3.5191,11303.84187,50.21,0.44,55.83,0.49,-23.67,-0.21,-528.82,-5.29
150,Entry short,2025-11-15 19:00,Short-A,3212.14,3.5191,11303.84187,50.21,0.44,55.83,0.49,-23.67,-0.21,-528.82,-5.29
151,Exit short,2025-11-15 21:30,TP2,3179.91,2.346,7535.68044,68.11,0.90,71.84,0.95,-15.78,-0.21,-456.94,-4.57
151,Entry short,2025-11-15 19:00,Short-A,3212.14,2.346,7535.68044,68.11,0.90,71.84,0.95,-15.78,-0.21,-456.94,-4.57
152,Exit short,2025-11-15 23:00,TIME,3165.68,0.0001,0.321214,0.004,1.35,0.01,1.84,-0.001,-0.21,-456.93,-4.57
152,Entry short,2025-11-15 19:00,Short-A,3212.14,0.0001,0.321214,0.004,1.35,0.01,1.84,-0.001,-0.21,-456.93,-4.57
153,Exit short,2025-11-16 12:00,TP1,3194.98,3.5396,11445.65056,125.32,1.09,130.98,1.14,-22.82,-0.20,-335.42,-3.35
153,Entry short,2025-11-16 11:00,Short-A,3233.6,3.5396,11445.65056,125.32,1.09,130.98,1.14,-22.82,-0.20,-335.42,-3.35
154,Exit short,2025-11-16 12:00,TP2,3171.54,2.3597,7630.32592,138.89,1.82,157.75,2.07,-15.21,-0.20,-192.72,-1.93
154,Entry short,2025-11-16 11:00,Short-A,3233.6,2.3597,7630.32592,138.89,1.82,157.75,2.07,-15.21,-0.20,-192.72,-1.93
155,Exit short,2025-11-16 15:00,TIME,3154.99,0.0001,0.32336,0.01,2.33,0.01,2.94,-0.001,-0.20,-192.72,-1.93
155,Entry short,2025-11-16 11:00,Short-A,3233.6,0.0001,0.32336,0.01,2.33,0.01,2.94,-0.001,-0.20,-192.72,-1.93
156,Exit short,2025-11-17 14:00,TP1,3165.11,3.6729,11762.71935,125.89,1.07,131.71,1.12,-8.38,-0.07,-70.74,-0.71
156,Entry short,2025-11-17 12:30,Short-A,3202.57,3.6729,11762.71935,125.89,1.07,131.71,1.12,-8.38,-0.07,-70.74,-0.71
157,Exit short,2025-11-17 14:00,TP2,3147.53,2.4486,7841.812902,127,1.62,141.94,1.81,-5.59,-0.07,60.17,0.60
157,Entry short,2025-11-17 12:30,Short-A,3202.57,2.4486,7841.812902,127,1.62,141.94,1.81,-5.59,-0.07,60.17,0.60
158,Exit short,2025-11-18 22:00,TIME,3122.73,6.4367,20109.98871,-10.19,-0.05,61.07,0.30,-299.77,-1.49,49.98,0.50
158,Entry short,2025-11-18 18:00,Short-A,3124.27,6.4367,20109.98871,-10.19,-0.05,61.07,0.30,-299.77,-1.49,49.98,0.50
159,Exit short,2025-11-23 03:30,SL,2832.6,4.3405,12053.78552,-253.29,-2.10,41.46,0.34,-247.14,-2.05,-207.33,-2.07
159,Entry short,2025-11-23 00:00,Short-A,2777.05,4.3405,12053.78552,-253.29,-2.10,41.46,0.34,-247.14,-2.05,-207.33,-2.07
160,Exit short,2025-11-23 03:30,SL,2832.6,2.8936,8035.67188,-168.86,-2.10,27.64,0.34,-164.76,-2.05,-372.16,-3.72
160,Entry short,2025-11-23 00:00,Short-A,2777.05,2.8936,8035.67188,-168.86,-2.10,27.64,0.34,-164.76,-2.05,-372.16,-3.72
161,Exit short,2025-11-23 03:30,SL,2819.72,0.0001,0.277705,-0.005,-1.64,0.001,0.34,-0.01,-2.06,-372.17,-3.72
161,Entry short,2025-11-23 00:00,Short-A,2777.05,0.0001,0.277705,-0.005,-1.64,0.001,0.34,-0.01,-2.06,-372.17,-3.72
162,Exit short,2025-12-15 07:30,TIME,3135.96,6.1716,19245.88774,-127.3,-0.66,91.47,0.48,-166.57,-0.87,-499.47,-4.99
162,Entry short,2025-12-15 03:30,Short-A,3118.46,6.1716,19245.88774,-127.3,-0.66,91.47,0.48,-166.57,-0.87,-499.47,-4.99
163,Exit short,2025-12-18 18:00,TP1,2881.21,3.8638,11394.69394,251.01,2.20,256.58,2.25,-191.01,-1.68,-252.26,-2.52
163,Entry short,2025-12-18 15:30,Short-A,2949.09,3.8638,11394.69394,251.01,2.20,256.58,2.25,-191.01,-1.68,-252.26,-2.52
164,Exit short,2025-12-18 18:00,TP2,2822.01,2.5759,7596.560931,319.91,4.21,398.02,5.24,-127.34,-1.68,71.45,0.71
164,Entry short,2025-12-18 15:30,Short-A,2949.09,2.5759,7596.560931,319.91,4.21,398.02,5.24,-127.34,-1.68,71.45,0.71
165,Exit short,2025-12-18 19:30,TIME,2826.01,0.0001,0.294909,0.01,4.07,0.02,5.24,-0.005,-1.68,71.46,0.71
165,Entry short,2025-12-18 15:30,Short-A,2949.09,0.0001,0.294909,0.01,4.07,0.02,5.24,-0.005,-1.68,71.46,0.71
166,Exit short,2025-12-19 08:00,SL,2978.46,4.1367,12079.37084,-253.82,-2.10,42.24,0.35,-247.66,-2.05,-186.39,-1.86
166,Entry short,2025-12-19 05:30,Short-A,2920.05,4.1367,12079.37084,-253.82,-2.10,42.24,0.35,-247.66,-2.05,-186.39,-1.86
167,Exit short,2025-12-19 08:00,SL,2978.46,2.7578,8052.91389,-169.22,-2.10,28.16,0.35,-165.11,-2.05,-351.58,-3.52
167,Entry short,2025-12-19 05:30,Short-A,2920.05,2.7578,8052.91389,-169.22,-2.10,28.16,0.35,-165.11,-2.05,-351.58,-3.52
168,Exit short,2025-12-19 08:00,SL,2953.76,0.0001,0.292005,-0.004,-1.25,0.001,0.35,-0.01,-2.24,-351.58,-3.52
168,Entry short,2025-12-19 05:30,Short-A,2920.05,0.0001,0.292005,-0.004,-1.25,0.001,0.35,-0.01,-2.24,-351.58,-3.52
169,Exit short,2025-12-21 02:00,TIME,2973.33,6.4701,19287.174,30.17,0.16,53.05,0.27,-22,-0.11,-321.41,-3.21
169,Entry short,2025-12-20 22:00,Short-C,2980.97,6.4701,19287.174,30.17,0.16,53.05,0.27,-22,-0.11,-321.41,-3.21
170,Exit long,2026-01-07 15:30,TIME,3190.75,6.015,19347.3678,-174.28,-0.90,59.38,0.31,-378.21,-1.95,-495.69,-4.96
170,Entry long,2026-01-07 11:30,Long-A,3216.52,6.015,19347.3678,-174.28,-0.90,59.38,0.31,-378.21,-1.95,-495.69,-4.96
171,Exit long,2026-01-15 05:00,TP1,3299.2,3.4703,11399.20674,38.58,0.34,44.31,0.39,-12.29,-0.11,-460.91,-4.61
171,Entry long,2026-01-15 04:30,Long-A,3284.79,3.4703,11399.20674,38.58,0.34,44.31,0.39,-12.29,-0.11,-460.91,-4.61
172,Exit long,2026-01-15 08:30,TIME,3328.63,2.3136,7599.690144,93.78,1.23,109.89,1.45,-8.2,-0.11,-363.33,-3.63
172,Entry long,2026-01-15 04:30,Long-A,3284.79,2.3136,7599.690144,93.78,1.23,109.89,1.45,-8.2,-0.11,-363.33,-3.63
173,Exit long,2026-01-15 23:00,TIME,3307.09,5.8387,19263.6813,26.14,0.14,52.78,0.27,-204.12,-1.06,-337.19,-3.37
173,Entry long,2026-01-15 19:00,Long-A,3299.31,5.8387,19263.6813,26.14,0.14,52.78,0.27,-204.12,-1.06,-337.19,-3.37
174,Exit long,2026-01-16 06:30,TP1,3310.62,3.523,11589.11988,62.57,0.54,68.4,0.59,-5.79,-0.05,-278.48,-2.78
174,Entry long,2026-01-16 06:00,Long-A,3289.56,3.523,11589.11988,62.57,0.54,68.4,0.59,-5.79,-0.05,-278.48,-2.78
175,Exit long,2026-01-16 06:30,TP2,3307.58,2.3487,7726.189572,34.58,0.45,55.89,0.72,-3.86,-0.05,-240.04,-2.40
175,Entry long,2026-01-16 06:00,Long-A,3289.56,2.3487,7726.189572,34.58,0.45,55.89,0.72,-3.86,-0.05,-240.04,-2.40
176,Exit long,2026-01-16 10:00,TIME,3310.76,0.0001,0.328956,0.002,0.54,0.003,0.86,-0.0002,-0.05,-240.04,-2.40
176,Entry long,2026-01-16 06:00,Long-A,3289.56,0.0001,0.328956,0.002,0.54,0.003,0.86,-0.0002,-0.05,-240.04,-2.40
177,Exit long,2026-01-16 21:00,TIME,3283.86,5.9526,19510.00366,17.97,0.09,57.63,0.30,-96.07,-0.49,-222.07,-2.22
177,Entry long,2026-01-16 17:00,Long-A,3277.56,5.9526,19510.00366,17.97,0.09,57.63,0.30,-96.07,-0.49,-222.07,-2.22
178,Exit short,2026-01-22 00:00,TP1,3005.73,3.87,11727.4932,83.64,0.71,89.45,0.76,-58.65,-0.50,-142.34,-1.42
178,Entry short,2026-01-21 21:30,Short-A,3030.36,3.87,11727.4932,83.64,0.71,89.45,0.76,-58.65,-0.50,-142.34,-1.42
179,Exit short,2026-01-22 01:30,TIME,3003.96,2.58,7818.3288,60.33,0.77,150.14,1.92,-39.1,-0.50,-78.1,-0.78
179,Entry short,2026-01-21 21:30,Short-A,3030.36,2.58,7818.3288,60.33,0.77,150.14,1.92,-39.1,-0.50,-78.1,-0.78
180,Exit short,2026-01-23 20:00,TP1,2960.19,3.9738,11899.98122,124.95,1.05,130.83,1.10,-53.24,-0.45,42.88,0.43
180,Entry short,2026-01-23 19:00,Short-A,2994.61,3.9738,11899.98122,124.95,1.05,130.83,1.10,-53.24,-0.45,42.88,0.43
181,Exit short,2026-01-23 20:30,TP2,2947.36,2.6492,7933.320812,117.3,1.48,121.21,1.53,-35.49,-0.45,164.15,1.64
181,Entry short,2026-01-23 19:00,Short-A,2994.61,2.6492,7933.320812,117.3,1.48,121.21,1.53,-35.49,-0.45,164.15,1.64
182,Exit short,2026-01-23 23:00,TIME,2956.6,0.0001,0.299461,0.004,1.17,0.01,2.14,-0.001,-0.45,164.15,1.64
182,Entry short,2026-01-23 19:00,Short-A,2994.61,0.0001,0.299461,0.004,1.17,0.01,2.14,-0.001,-0.45,164.15,1.64
183,Exit short,2026-01-26 10:00,TP1,2894.25,4.1875,12190.8175,58.99,0.48,65.05,0.53,-11.33,-0.09,219.08,2.19
183,Entry short,2026-01-26 09:30,Short-A,2911.24,4.1875,12190.8175,58.99,0.48,65.05,0.53,-11.33,-0.09,219.08,2.19
184,Exit short,2026-01-26 13:00,BE,2911.24,2.7916,8127.017584,-8.13,-0.10,84.21,1.04,-7.55,-0.09,215.01,2.15
