Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
1,Exit long,2025-01-02 16:33,CH_IN,3459.56,2.8686,9999.910914,-81.79,-0.82,30.79,0.31,-90.35,-0.90,-81.79,-0.82
1,Entry long,2025-01-02 15:30,IMP_L,3485.99,2.8686,9999.910914,-81.79,-0.82,30.79,0.31,-90.35,-0.90,-81.79,-0.82
2,Exit long,2025-01-06 01:33,SL,3628.85,2.722,9917.98808,-46.2,-0.47,2.82,0.03,-43.23,-0.44,-127.99,-1.28
2,Entry long,2025-01-06 01:24,IMP_L,3643.64,2.722,9917.98808,-46.2,-0.47,2.82,0.03,-43.23,-0.44,-127.99,-1.28
3,Exit long,2025-01-06 03:03,TP1,3669.31,0.2706,986.964792,5.36,0.54,6.74,0.68,-1.99,-0.20,-125.3,-1.25
3,Entry long,2025-01-06 02:51,IMP_L,3647.32,0.2706,986.964792,5.36,0.54,6.74,0.68,-1.99,-0.20,-125.3,-1.25
4,Exit long,2025-01-06 06:30,TP2,3689.8,2.436,8884.87152,98.12,1.10,106.66,1.20,-17.91,-0.20,-24.52,-0.25
4,Entry long,2025-01-06 02:51,IMP_L,3647.32,2.436,8884.87152,98.12,1.10,106.66,1.20,-17.91,-0.20,-24.52,-0.25
5,Exit short,2025-01-07 16:06,TP1,3542.77,0.2788,997.264812,8.95,0.90,21.05,2.11,-0.84,-0.08,-18.26,-0.18
5,Entry short,2025-01-07 16:00,DLY_S,3576.99,0.2788,997.264812,8.95,0.90,21.05,2.11,-0.84,-0.08,-18.26,-0.18
6,Exit short,2025-01-07 16:39,TP2,3474.64,2.5099,8977.887201,251.58,2.80,376.85,4.20,-7.56,-0.08,236.01,2.36
6,Entry short,2025-01-07 16:00,DLY_S,3576.99,2.5099,8977.887201,251.58,2.80,376.85,4.20,-7.56,-0.08,236.01,2.36
7,Exit short,2025-01-16 14:27,TP1,3311.09,0.3071,1023.303265,5.86,0.57,9.57,0.93,-2.36,-0.23,239.1,2.39
7,Entry short,2025-01-16 14:09,IMP_S,3332.15,0.3071,1023.303265,5.86,0.57,9.57,0.93,-2.36,-0.23,239.1,2.39
8,Exit short,2025-01-16 15:42,TP2,3289.05,2.7647,9212.395105,113.67,1.23,141.42,1.53,-28.72,-0.31,355.53,3.56
8,Entry short,2025-01-16 14:09,IMP_S,3332.15,2.7647,9212.395105,113.67,1.23,141.42,1.53,-28.72,-0.31,355.53,3.56
9,Exit long,2025-01-20 18:03,SL,3300.42,3.0769,10355.33772,-206.43,-1.99,76.52,0.74,-235.41,-2.27,149.1,1.49
9,Entry long,2025-01-20 17:36,IMP_L,3365.51,3.0769,10355.33772,-206.43,-1.99,76.52,0.74,-235.41,-2.27,149.1,1.49
10,Exit long,2025-01-21 18:18,SL,3320.31,3.0589,10149.06313,1.34,0.01,92.82,0.91,-50.61,-0.50,150.44,1.50
10,Entry long,2025-01-21 17:06,IMP_L,3317.88,3.0589,10149.06313,1.34,0.01,92.82,0.91,-50.61,-0.50,150.44,1.50
11,Exit long,2025-01-24 16:15,SL,3390.96,2.9741,10150.42485,-71.44,-0.70,23.9,0.24,-97.8,-0.96,79,0.79
11,Entry long,2025-01-24 15:39,IMP_L,3412.94,2.9741,10150.42485,-71.44,-0.70,23.9,0.24,-97.8,-0.96,79,0.79
12,Exit short,2025-01-27 03:00,TP1,3166.25,0.3111,1007.724453,22.11,2.19,24.03,2.38,-4.65,-0.46,98.39,0.98
12,Entry short,2025-01-27 00:30,DLY_S,3239.23,0.3111,1007.724453,22.11,2.19,24.03,2.38,-4.65,-0.46,98.39,0.98
13,Exit short,2025-01-27 07:18,TP2,3108.97,2.8004,9071.139692,359.45,3.96,384.07,4.23,-41.81,-0.46,460.56,4.61
13,Entry short,2025-01-27 00:30,DLY_S,3239.23,2.8004,9071.139692,359.45,3.96,384.07,4.23,-41.81,-0.46,460.56,4.61
14,Exit long,2025-01-28 16:09,SL,3177.4,3.2791,10460.329,-47.58,-0.45,2.17,0.02,-70,-0.67,412.97,4.13
14,Entry long,2025-01-28 16:03,IMP_L,3190,3.2791,10460.329,-47.58,-0.45,2.17,0.02,-70,-0.67,412.97,4.13
15,Exit short,2025-01-29 20:39,SL,3146.45,3.3864,10412.8075,-248.65,-2.39,32.74,0.31,-270.75,-2.60,164.32,1.64
15,Entry short,2025-01-29 20:33,DLY_S,3074.89,3.3864,10412.8075,-248.65,-2.39,32.74,0.31,-270.75,-2.60,164.32,1.64
16,Exit short,2025-02-08 10:21,CH_IN,2615.53,3.8843,10164.08665,-1.51,-0.01,44.18,0.43,-15.79,-0.16,162.81,1.63
16,Entry short,2025-02-08 09:18,IMP_S,2616.71,3.8843,10164.08665,-1.51,-0.01,44.18,0.43,-15.79,-0.16,162.81,1.63
17,Exit long,2025-02-10 16:21,SL,2651.19,3.8219,10162.69963,-36.21,-0.36,0.16,0.00,-64.47,-0.63,126.6,1.27
17,Entry long,2025-02-10 16:09,IMP_L,2659.07,3.8219,10162.69963,-36.21,-0.36,0.16,0.00,-64.47,-0.63,126.6,1.27
18,Exit short,2025-02-18 16:45,TP1,2665.34,0.3773,1012.552464,6.31,0.62,7.45,0.74,-5.62,-0.55,130.18,1.30
18,Entry short,2025-02-18 15:39,IMP_S,2683.68,0.3773,1012.552464,6.31,0.62,7.45,0.74,-5.62,-0.55,130.18,1.30
19,Exit short,2025-02-18 17:12,SL,2671.02,3.3961,9114.045648,37.54,0.41,88.42,0.97,-50.55,-0.55,170.46,1.70
19,Entry short,2025-02-18 15:39,IMP_S,2683.68,3.3961,9114.045648,37.54,0.41,88.42,0.97,-50.55,-0.55,170.46,1.70
20,Exit long,2025-02-20 14:39,SL,2735.99,3.7097,10170.21674,-26.61,-0.26,0,0.00,-32.95,-0.32,143.85,1.44
20,Entry long,2025-02-20 14:33,IMP_L,2741.52,3.7097,10170.21674,-26.61,-0.26,0,0.00,-32.95,-0.32,143.85,1.44
21,Exit long,2025-02-26 11:45,SL,2488,4.076,10143.61512,-8.61,-0.08,17.5,0.17,-50.37,-0.50,135.23,1.35
21,Entry long,2025-02-26 10:39,IMP_L,2488.62,4.076,10143.61512,-8.61,-0.08,17.5,0.17,-50.37,-0.50,135.23,1.35
22,Exit long,2025-03-07 15:45,TP1,2248.47,0.4586,1013.386764,17.15,1.69,17.61,1.74,-0.83,-0.08,149.65,1.50
22,Entry long,2025-03-07 15:42,IMP_L,2209.74,0.4586,1013.386764,17.15,1.69,17.61,1.74,-0.83,-0.08,149.65,1.50
23,Exit long,2025-03-07 16:33,SL,2186.81,4.128,9121.80672,-100.1,-1.10,202.01,2.21,-117.62,-1.29,52.28,0.52
23,Entry long,2025-03-07 15:42,IMP_L,2209.74,4.128,9121.80672,-100.1,-1.10,202.01,2.21,-117.62,-1.29,52.28,0.52
24,Exit short,2025-03-12 11:24,CH_IN,1892.8,5.3285,10052.10868,-39.72,-0.39,52.67,0.52,-81.77,-0.81,12.57,0.13
24,Entry short,2025-03-12 10:21,IMP_S,1886.48,5.3285,10052.10868,-39.72,-0.39,52.67,0.52,-81.77,-0.81,12.57,0.13
25,Exit long,2025-03-17 15:54,SL,1898.97,5.241,10012.51122,-66,-0.66,2.55,0.03,-68.1,-0.68,-53.43,-0.53
25,Entry long,2025-03-17 15:45,IMP_L,1910.42,5.241,10012.51122,-66,-0.66,2.55,0.03,-68.1,-0.68,-53.43,-0.53
26,Exit long,2025-03-19 13:45,SL,1999.43,4.9109,9946.438642,-133.37,-1.34,33.11,0.33,-156.79,-1.58,-186.8,-1.87
26,Entry long,2025-03-19 12:39,DLY_L,2025.38,4.9109,9946.438642,-133.37,-1.34,33.11,0.33,-156.79,-1.58,-186.8,-1.87
27,Exit short,2025-03-24 02:54,TP1,1978.8,0.4929,981.132237,5.19,0.53,5.49,0.56,-1.3,-0.13,-184.26,-1.84
27,Entry short,2025-03-24 02:00,IMP_S,1990.53,0.4929,981.132237,5.19,0.53,5.49,0.56,-1.3,-0.13,-184.26,-1.84
28,Exit short,2025-03-24 04:06,SL,1997.99,4.437,8831.98161,-38.41,-0.43,59.78,0.68,-68.23,-0.77,-220.01,-2.20
28,Entry short,2025-03-24 02:00,IMP_S,1990.53,4.437,8831.98161,-38.41,-0.43,59.78,0.68,-68.23,-0.77,-220.01,-2.20
29,Exit short,2025-04-02 16:30,SL,1872.23,5.2538,9779.843624,-62.36,-0.64,4.79,0.05,-73.97,-0.76,-282.38,-2.82
29,Entry short,2025-04-02 16:09,IMP_S,1861.48,5.2538,9779.843624,-62.36,-0.64,4.79,0.05,-73.97,-0.76,-282.38,-2.82
30,Exit long,2025-04-08 16:21,SL,1565.38,6.1507,9717.49093,-95.11,-0.98,1.02,0.01,-99.73,-1.03,-377.49,-3.77
30,Entry long,2025-04-08 16:03,IMP_L,1579.9,6.1507,9717.49093,-95.11,-0.98,1.02,0.01,-99.73,-1.03,-377.49,-3.77
31,Exit short,2025-04-10 15:30,TP1,1580.82,0.6078,962.171712,0.77,0.08,16.75,1.74,-7.97,-0.83,-379.32,-3.79
31,Entry short,2025-04-10 14:48,IMP_S,1583.04,0.6078,962.171712,0.77,0.08,16.75,1.74,-7.97,-0.83,-379.32,-3.79
32,Exit short,2025-04-10 17:12,TP2,1543.19,5.4707,8660.336928,212.88,2.46,220.11,2.54,-71.69,-0.83,-163.84,-1.64
32,Entry short,2025-04-10 14:48,IMP_S,1583.04,5.4707,8660.336928,212.88,2.46,220.11,2.54,-71.69,-0.83,-163.84,-1.64
33,Exit long,2025-04-11 11:33,TP1,1564.85,0.6327,983.525823,5.96,0.61,7.75,0.79,-1,-0.10,-160.53,-1.61
33,Entry long,2025-04-11 11:21,IMP_L,1554.49,0.6327,983.525823,5.96,0.61,7.75,0.79,-1,-0.10,-160.53,-1.61
34,Exit long,2025-04-11 12:33,TP2,1580.74,5.6948,8852.509652,144.13,1.63,172.12,1.94,-11.94,-0.13,-13.75,-0.14
34,Entry long,2025-04-11 11:21,IMP_L,1554.49,5.6948,8852.509652,144.13,1.63,172.12,1.94,-11.94,-0.13,-13.75,-0.14
35,Exit short,2025-04-13 22:48,SL,1596.46,6.3199,9986.137189,-109.35,-1.09,41.18,0.41,-231.65,-2.32,-123.1,-1.23
35,Entry short,2025-04-13 21:42,DLY_S,1580.11,6.3199,9986.137189,-109.35,-1.09,41.18,0.41,-231.65,-2.32,-123.1,-1.23
36,Exit short,2025-04-16 21:06,SL,1562.75,6.3697,9876.793123,-83.4,-0.84,25.32,0.26,-188.32,-1.91,-206.5,-2.07
36,Entry short,2025-04-16 20:00,DLY_S,1550.59,6.3697,9876.793123,-83.4,-0.84,25.32,0.26,-188.32,-1.91,-206.5,-2.07
37,Exit short,2025-04-21 00:18,TP1,1576.96,0.6191,979.286189,2.4,0.25,2.96,0.30,-0.86,-0.09,-206.74,-2.07
37,Entry short,2025-04-21 00:06,IMP_S,1581.79,0.6191,979.286189,2.4,0.25,2.96,0.30,-0.86,-0.09,-206.74,-2.07
38,Exit short,2025-04-21 01:18,SL,1584.83,5.5723,8814.208417,-22.23,-0.25,44.33,0.50,-33.35,-0.38,-226.33,-2.26
38,Entry short,2025-04-21 00:06,IMP_S,1581.79,5.5723,8814.208417,-22.23,-0.25,44.33,0.50,-33.35,-0.38,-226.33,-2.26
39,Exit long,2025-04-21 09:09,SL,1642.31,6.0028,9773.518848,79.05,0.81,176.19,1.80,-31.15,-0.32,-147.28,-1.47
39,Entry long,2025-04-21 03:48,DLY_L,1628.16,6.0028,9773.518848,79.05,0.81,176.19,1.80,-31.15,-0.32,-147.28,-1.47
40,Exit long,2025-04-21 16:30,TP1,1633.19,0.6042,985.17831,1,0.10,6.25,0.63,-1.27,-0.13,-148.94,-1.49
40,Entry long,2025-04-21 16:21,IMP_L,1630.55,0.6042,985.17831,1,0.10,6.25,0.63,-1.27,-0.13,-148.94,-1.49
41,Exit long,2025-04-21 16:48,SL,1622.5,5.4383,8867.420065,-49.09,-0.55,56.29,0.63,-58.95,-0.66,-195.37,-1.95
41,Entry long,2025-04-21 16:21,IMP_L,1630.55,5.4383,8867.420065,-49.09,-0.55,56.29,0.63,-58.95,-0.66,-195.37,-1.95
42,Exit short,2025-04-22 05:30,CH_IN,1575.71,6.2374,9804.506686,-29.72,-0.30,35.67,0.36,-53.53,-0.55,-225.08,-2.25
42,Entry short,2025-04-22 04:27,IMP_S,1571.89,6.2374,9804.506686,-29.72,-0.30,35.67,0.36,-53.53,-0.55,-225.08,-2.25
43,Exit long,2025-04-22 18:15,SL,1692.94,5.7668,9774.783668,-17.8,-0.18,175.38,1.79,-50.74,-0.52,-242.88,-2.43
43,Entry long,2025-04-22 17:00,DLY_L,1695.01,5.7668,9774.783668,-17.8,-0.18,175.38,1.79,-50.74,-0.52,-242.88,-2.43
44,Exit long,2025-04-25 16:30,SL,1774.75,5.4569,9756.991769,-78.19,-0.80,5.09,0.05,-99.51,-1.02,-321.07,-3.21
44,Entry long,2025-04-25 16:12,IMP_L,1788.01,5.4569,9756.991769,-78.19,-0.80,5.09,0.05,-99.51,-1.02,-321.07,-3.21
45,Exit long,2025-04-26 13:00,SL,1801.63,5.3487,9678.847059,-48.26,-0.50,0,0.00,-63.72,-0.66,-369.34,-3.69
45,Entry long,2025-04-26 12:03,IMP_L,1809.57,5.3487,9678.847059,-48.26,-0.50,0,0.00,-63.72,-0.66,-369.34,-3.69
46,Exit short,2025-04-28 01:18,SL,1792.06,5.3729,9630.600876,-3.74,-0.04,47.29,0.49,-22.88,-0.24,-373.07,-3.73
46,Entry short,2025-04-28 00:03,IMP_S,1792.44,5.3729,9630.600876,-3.74,-0.04,47.29,0.49,-22.88,-0.24,-373.07,-3.73
47,Exit long,2025-05-08 18:48,SL,2052.42,4.6789,9626.743172,-29.44,-0.31,43.2,0.45,-126.79,-1.32,-402.52,-4.03
47,Entry long,2025-05-08 17:42,DLY_L,2057.48,4.6789,9626.743172,-29.44,-0.31,43.2,0.45,-126.79,-1.32,-402.52,-4.03
48,Exit long,2025-05-09 11:45,CH_IN,2342.63,4.0347,9597.381237,-151.29,-1.58,195.87,2.04,-354.91,-3.70,-553.8,-5.54
48,Entry long,2025-05-09 10:42,DLY_L,2378.71,4.0347,9597.381237,-151.29,-1.58,195.87,2.04,-354.91,-3.70,-553.8,-5.54
49,Exit long,2025-05-10 03:51,SL,2338.72,4.0248,9446.00436,-38.78,-0.41,24.41,0.26,-64.25,-0.68,-592.58,-5.93
49,Entry long,2025-05-10 03:21,IMP_L,2346.95,4.0248,9446.00436,-38.78,-0.41,24.41,0.26,-64.25,-0.68,-592.58,-5.93
50,Exit long,2025-05-16 13:09,TP1,2629,0.3612,940.590084,8.44,0.90,9.81,1.04,-4.19,-0.45,-586.69,-5.87
50,Entry long,2025-05-16 11:06,IMP_L,2604.07,0.3612,940.590084,8.44,0.90,9.81,1.04,-4.19,-0.45,-586.69,-5.87
51,Exit long,2025-05-16 14:15,SL,2609.21,3.2513,8466.612791,11.63,0.14,142.5,1.68,-37.72,-0.45,-572.52,-5.73
51,Entry long,2025-05-16 11:06,IMP_L,2604.07,3.2513,8466.612791,11.63,0.14,142.5,1.68,-37.72,-0.45,-572.52,-5.73
52,Exit long,2025-05-22 17:09,CH_IN,2660.75,3.5428,9427.3908,-6.54,-0.07,48.29,0.51,-55.97,-0.59,-579.06,-5.79
52,Entry long,2025-05-22 16:06,IMP_L,2661,3.5428,9427.3908,-6.54,-0.07,48.29,0.51,-55.97,-0.59,-579.06,-5.79
53,Exit short,2025-05-30 10:48,CH_IN,2619.9,3.5956,9420.83156,-4.93,-0.05,46.86,0.50,-34.5,-0.37,-583.99,-5.84
53,Entry short,2025-05-30 09:45,IMP_S,2620.1,3.5956,9420.83156,-4.93,-0.05,46.86,0.50,-34.5,-0.37,-583.99,-5.84
54,Exit short,2025-05-31 12:45,TP1,2516.64,0.3741,941.471283,-0.57,-0.06,3.59,0.38,-1.26,-0.13,-587.11,-5.87
54,Entry short,2025-05-31 12:33,IMP_S,2516.63,0.3741,941.471283,-0.57,-0.06,3.59,0.38,-1.26,-0.13,-587.11,-5.87
55,Exit short,2025-05-31 14:09,SL,2523.96,3.3674,8474.499862,-29.78,-0.35,32.34,0.38,-34.09,-0.40,-614.34,-6.14
55,Entry short,2025-05-31 12:33,IMP_S,2516.63,3.3674,8474.499862,-29.78,-0.35,32.34,0.38,-34.09,-0.40,-614.34,-6.14
56,Exit long,2025-06-04 17:15,TP1,2655.94,0.3563,938.333865,7.41,0.79,8.88,0.95,-0.66,-0.07,-609.46,-6.09
56,Entry long,2025-06-04 16:54,IMP_L,2633.55,0.3563,938.333865,7.41,0.79,8.88,0.95,-0.66,-0.07,-609.46,-6.09
57,Exit long,2025-06-04 17:42,TP2,2668.47,3.2075,8447.111625,106.9,1.27,126.6,1.50,-5.9,-0.07,-500.02,-5.00
57,Entry long,2025-06-04 16:54,IMP_L,2633.55,3.2075,8447.111625,106.9,1.27,126.6,1.50,-5.9,-0.07,-500.02,-5.00
58,Exit short,2025-06-05 15:54,TP1,2584.05,0.3653,949.958997,5.44,0.57,7.93,0.83,-0.43,-0.04,-497.15,-4.97
58,Entry short,2025-06-05 15:45,IMP_S,2600.49,0.3653,949.958997,5.44,0.57,7.93,0.83,-0.43,-0.04,-497.15,-4.97
59,Exit short,2025-06-05 16:18,TP2,2568,3.2878,8549.891022,101.72,1.19,130.53,1.53,-3.85,-0.04,-392.86,-3.93
59,Entry short,2025-06-05 15:45,IMP_S,2600.49,3.2878,8549.891022,101.72,1.19,130.53,1.53,-3.85,-0.04,-392.86,-3.93
60,Exit short,2025-06-13 04:42,TP1,2450.83,0.3779,960.553778,33.82,3.52,40.53,4.22,-1.02,-0.11,-361.64,-3.62
60,Entry short,2025-06-13 02:45,DLY_S,2541.82,0.3779,960.553778,33.82,3.52,40.53,4.22,-1.02,-0.11,-361.64,-3.62
61,Exit short,2025-06-13 09:27,SL,2533.14,3.4017,8646.509094,24.35,0.28,364.86,4.22,-9.16,-0.11,-334.7,-3.35
61,Entry short,2025-06-13 02:45,DLY_S,2541.82,3.4017,8646.509094,24.35,0.28,364.86,4.22,-9.16,-0.11,-334.7,-3.35
62,Exit short,2025-06-13 16:21,TP1,2508.59,0.3822,966.385056,7.02,0.73,8.31,0.86,-1.63,-0.17,-330.28,-3.30
62,Entry short,2025-06-13 16:06,IMP_S,2528.48,0.3822,966.385056,7.02,0.73,8.31,0.86,-1.63,-0.17,-330.28,-3.30
63,Exit short,2025-06-13 17:06,SL,2545.65,3.4403,8698.729744,-64.31,-0.74,86.25,0.99,-64.81,-0.74,-391.98,-3.92
63,Entry short,2025-06-13 16:06,IMP_S,2528.48,3.4403,8698.729744,-64.31,-0.74,86.25,0.99,-64.81,-0.74,-391.98,-3.92
64,Exit short,2025-06-14 17:03,SL,2529.69,3.7981,9607.825684,-5.95,-0.06,24.88,0.26,-27.04,-0.28,-397.93,-3.98
64,Entry short,2025-06-14 15:42,IMP_S,2529.64,3.7981,9607.825684,-5.95,-0.06,24.88,0.26,-27.04,-0.28,-397.93,-3.98
65,Exit short,2025-06-17 02:57,CH_IN,2586.59,3.7706,9602.059136,-156.74,-1.63,82.18,0.86,-158.49,-1.65,-554.68,-5.55
65,Entry short,2025-06-17 01:54,DLY_S,2546.56,3.7706,9602.059136,-156.74,-1.63,82.18,0.86,-158.49,-1.65,-554.68,-5.55
66,Exit short,2025-06-17 16:54,TP1,2542.8,0.3703,944.313139,2.15,0.23,3.73,0.39,-2.63,-0.28,-555.08,-5.55
66,Entry short,2025-06-17 16:39,IMP_S,2550.13,0.3703,944.313139,2.15,0.23,3.73,0.39,-2.63,-0.28,-555.08,-5.55
67,Exit short,2025-06-17 16:57,TP2,2531.85,3.3335,8500.858355,55.85,0.66,87.45,1.03,-23.68,-0.28,-496.67,-4.97
67,Entry short,2025-06-17 16:39,IMP_S,2550.13,3.3335,8500.858355,55.85,0.66,87.45,1.03,-23.68,-0.28,-496.67,-4.97
68,Exit short,2025-06-18 17:36,SL,2514.56,3.8058,9503.196774,-72.44,-0.76,27.98,0.29,-78.02,-0.82,-569.11,-5.69
68,Entry short,2025-06-18 16:51,IMP_S,2497.03,3.8058,9503.196774,-72.44,-0.76,27.98,0.29,-78.02,-0.82,-569.11,-5.69
69,Exit long,2025-06-24 11:24,TP1,2422.01,0.3911,942.867791,3.81,0.40,5.07,0.54,-0.29,-0.03,-567.84,-5.68
69,Entry long,2025-06-24 11:21,IMP_L,2410.81,0.3911,942.867791,3.81,0.40,5.07,0.54,-0.29,-0.03,-567.84,-5.68
70,Exit long,2025-06-24 11:27,TP2,2430.01,3.5208,8487.979848,62.49,0.74,135.43,1.60,-2.58,-0.03,-502.81,-5.03
70,Entry long,2025-06-24 11:21,IMP_L,2410.81,3.5208,8487.979848,62.49,0.74,135.43,1.60,-2.58,-0.03,-502.81,-5.03
71,Exit short,2025-06-25 16:45,SL,2438.99,3.9458,9497.027646,-132.48,-1.39,70.7,0.74,-147.86,-1.56,-635.29,-6.35
71,Entry short,2025-06-25 16:15,IMP_S,2406.87,3.9458,9497.027646,-132.48,-1.39,70.7,0.74,-147.86,-1.56,-635.29,-6.35
72,Exit long,2025-06-27 10:45,TP1,2456.51,0.3826,936.43263,2.87,0.31,5.78,0.62,-0.64,-0.07,-634.95,-6.35
72,Entry long,2025-06-27 10:36,IMP_L,2447.55,0.3826,936.43263,2.87,0.31,5.78,0.62,-0.64,-0.07,-634.95,-6.35
73,Exit long,2025-06-27 14:30,SL,2439.09,3.4435,8428.138425,-34.18,-0.41,51.98,0.62,-45.74,-0.54,-666.6,-6.67
73,Entry long,2025-06-27 10:36,IMP_L,2447.55,3.4435,8428.138425,-34.18,-0.41,51.98,0.62,-45.74,-0.54,-666.6,-6.67
74,Exit short,2025-06-30 16:06,TP1,2452.34,0.3795,933.262605,2.04,0.22,3.97,0.42,-2.26,-0.24,-667.08,-6.67
74,Entry short,2025-06-30 15:48,IMP_S,2459.19,0.3795,933.262605,2.04,0.22,3.97,0.42,-2.26,-0.24,-667.08,-6.67
75,Exit short,2025-06-30 16:15,SL,2463.74,3.4158,8400.101202,-20.59,-0.25,35.7,0.42,-35.18,-0.42,-685.15,-6.85
75,Entry short,2025-06-30 15:48,IMP_S,2459.19,3.4158,8400.101202,-20.59,-0.25,35.7,0.42,-35.18,-0.42,-685.15,-6.85
76,Exit long,2025-07-02 15:45,TP1,2456.3,0.3805,931.467805,2.59,0.28,3.18,0.34,-2.7,-0.29,-685.07,-6.85
76,Entry long,2025-07-02 15:12,IMP_L,2448.01,0.3805,931.467805,2.59,0.28,3.18,0.34,-2.7,-0.29,-685.07,-6.85
77,Exit long,2025-07-02 16:24,TP2,2469.44,3.4245,8383.210245,68.34,0.81,72.79,0.87,-24.26,-0.29,-614.22,-6.14
77,Entry long,2025-07-02 15:12,IMP_L,2448.01,3.4245,8383.210245,68.34,0.81,72.79,0.87,-24.26,-0.29,-614.22,-6.14
78,Exit long,2025-07-03 01:00,SL,2590.68,3.6879,9385.779258,162.71,1.73,267.06,2.84,-56.84,-0.61,-451.51,-4.52
78,Entry long,2025-07-02 18:15,DLY_L,2545.02,3.6879,9385.779258,162.71,1.73,267.06,2.84,-56.84,-0.61,-451.51,-4.52
79,Exit long,2025-07-05 12:51,CH_IN,2519.15,3.789,9548.43156,-9.1,-0.10,4.64,0.05,-15.6,-0.16,-460.61,-4.61
79,Entry long,2025-07-05 11:48,IMP_L,2520.04,3.789,9548.43156,-9.1,-0.10,4.64,0.05,-15.6,-0.16,-460.61,-4.61
80,Exit long,2025-07-07 00:45,SL,2585.89,3.6715,9539.14444,-50.76,-0.53,21.33,0.22,-62.19,-0.65,-511.37,-5.11
80,Entry long,2025-07-06 23:39,DLY_L,2598.16,3.6715,9539.14444,-50.76,-0.53,21.33,0.22,-62.19,-0.65,-511.37,-5.11
81,Exit long,2025-07-10 23:48,TP1,2964.48,0.3265,948.61963,18.71,1.97,34,3.58,-4.2,-0.44,-495.22,-4.95
81,Entry long,2025-07-10 23:30,DLY_L,2905.42,0.3265,948.61963,18.71,1.97,34,3.58,-4.2,-0.44,-495.22,-4.95
82,Exit long,2025-07-11 17:33,TIME,2986.35,2.9393,8539.901006,232.68,2.72,395.8,4.63,-37.83,-0.44,-259.98,-2.60
82,Entry long,2025-07-10 23:30,DLY_L,2905.42,2.9393,8539.901006,232.68,2.72,395.8,4.63,-37.83,-0.44,-259.98,-2.60
83,Exit long,2025-07-15 18:06,TP1,3049.04,0.322,973.90832,7.3,0.75,9.97,1.02,-0.29,-0.03,-255.31,-2.55
83,Entry long,2025-07-15 17:42,IMP_L,3024.56,0.322,973.90832,7.3,0.75,9.97,1.02,-0.29,-0.03,-255.31,-2.55
84,Exit long,2025-07-15 19:42,TP2,3087.57,2.8983,8766.082248,177.31,2.02,183.79,2.10,-2.63,-0.03,-75.38,-0.75
84,Entry long,2025-07-15 17:42,IMP_L,3024.56,2.8983,8766.082248,177.31,2.02,183.79,2.10,-2.63,-0.03,-75.38,-0.75
85,Exit short,2025-07-19 17:15,SL,3552.08,2.8,9924.572,-27.21,-0.27,49.58,0.50,-28.96,-0.29,-102.59,-1.03
85,Entry short,2025-07-19 16:09,IMP_S,3544.49,2.8,9924.572,-27.21,-0.27,49.58,0.50,-28.96,-0.29,-102.59,-1.03
86,Exit long,2025-07-30 11:12,SL,3803.25,2.5901,9897.264219,-52.39,-0.53,4.98,0.05,-49.9,-0.50,-154.98,-1.55
86,Entry long,2025-07-30 10:42,IMP_L,3821.19,2.5901,9897.264219,-52.39,-0.53,4.98,0.05,-49.9,-0.50,-154.98,-1.55
87,Exit long,2025-08-06 16:15,SL,3602.51,2.7221,9845.01907,-44.52,-0.45,16.43,0.17,-58.48,-0.59,-199.5,-2.00
87,Entry long,2025-08-06 16:03,IMP_L,3616.7,2.7221,9845.01907,-44.52,-0.45,16.43,0.17,-58.48,-0.59,-199.5,-2.00
88,Exit long,2025-08-08 15:45,TP1,3984,0.2499,980.035329,14.97,1.53,15.65,1.60,-1.74,-0.18,-187.18,-1.87
88,Entry long,2025-08-08 15:33,IMP_L,3921.71,0.2499,980.035329,14.97,1.53,15.65,1.60,-1.74,-0.18,-187.18,-1.87
89,Exit long,2025-08-08 15:48,TP2,3981.43,2.2491,8820.317961,128.98,1.46,148.9,1.69,-15.65,-0.18,-55.55,-0.56
89,Entry long,2025-08-08 15:33,IMP_L,3921.71,2.2491,8820.317961,128.98,1.46,148.9,1.69,-15.65,-0.18,-55.55,-0.56
90,Exit short,2025-08-16 16:42,CH_IN,4401.41,2.2609,9944.11647,-13,-0.13,33.64,0.34,-36.22,-0.36,-68.55,-0.69
90,Entry short,2025-08-16 15:39,IMP_S,4398.3,2.2609,9944.11647,-13,-0.13,33.64,0.34,-36.22,-0.36,-68.55,-0.69
91,Exit short,2025-08-18 16:18,SL,4313.81,2.3176,9931.37952,-72.29,-0.73,28.86,0.29,-81.31,-0.82,-140.83,-1.41
91,Entry short,2025-08-18 15:57,IMP_S,4285.2,2.3176,9931.37952,-72.29,-0.73,28.86,0.29,-81.31,-0.82,-140.83,-1.41
92,Exit long,2025-08-20 17:06,TP1,4267.22,0.2343,985.538433,13.68,1.39,16.27,1.65,-3.41,-0.35,-129.82,-1.30
92,Entry long,2025-08-20 16:36,IMP_L,4206.31,0.2343,985.538433,13.68,1.39,16.27,1.65,-3.41,-0.35,-129.82,-1.30
93,Exit long,2025-08-20 17:18,TP2,4293.3,2.1095,8873.210945,178.13,2.01,183.97,2.07,-30.74,-0.35,50.97,0.51
