Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
244,Exit long,2026-04-06 00:57,TP1,2084.99,0.7291,1508.784958,10.47,0.69,13.06,0.87,-0.9,-0.06,5095.46,50.95
244,Entry long,2026-04-06 00:42,IMP_L,2069.38,0.7291,1508.784958,10.47,0.69,13.06,0.87,-0.9,-0.06,5095.46,50.95
245,Exit long,2026-04-06 01:15,TP2,2112.25,6.5624,13580.09931,273.1,2.01,314.99,2.32,-8.08,-0.06,5372.63,53.73
245,Entry long,2026-04-06 00:42,IMP_L,2069.38,6.5624,13580.09931,273.1,2.01,314.99,2.32,-8.08,-0.06,5372.63,53.73
246,Exit long,2026-04-08 07:33,SL,2240.53,6.9372,15372.41897,161.31,1.05,391.22,2.54,-16.47,-0.11,5533.95,55.34
246,Entry long,2026-04-08 01:03,DLY_L,2215.94,6.9372,15372.41897,161.31,1.05,391.22,2.54,-16.47,-0.11,5533.95,55.34
247,Exit short,2026-04-09 14:21,TP1,2175.21,0.7122,1553.350932,3.24,0.21,5.69,0.37,-2.58,-0.17,5532.99,55.33
247,Entry short,2026-04-09 13:15,IMP_S,2181.06,0.7122,1553.350932,3.24,0.21,5.69,0.37,-2.58,-0.17,5532.99,55.33
248,Exit short,2026-04-09 14:27,SL,2183.82,6.41,13980.5946,-26.09,-0.19,51.19,0.37,-34.06,-0.24,5511.1,55.11
248,Entry short,2026-04-09 13:15,IMP_S,2181.06,6.41,13980.5946,-26.09,-0.19,51.19,0.37,-34.06,-0.24,5511.1,55.11
249,Exit long,2026-04-11 22:30,SL,2292.16,6.7419,15510.95449,-66.73,-0.43,192.95,1.24,-69.91,-0.45,5444.37,54.44
249,Entry long,2026-04-11 20:36,DLY_L,2300.68,6.7419,15510.95449,-66.73,-0.43,192.95,1.24,-69.91,-0.45,5444.37,54.44
250,Exit short,2026-04-13 15:42,SL,2187.04,7.0749,15444.29445,-38.07,-0.25,8.24,0.05,-72.06,-0.47,5406.3,54.06
250,Entry short,2026-04-13 15:36,IMP_S,2182.97,7.0749,15444.29445,-38.07,-0.25,8.24,0.05,-72.06,-0.47,5406.3,54.06
251,Exit long,2026-04-13 18:00,CH_IN,2205.86,6.8997,15406.27113,-195.69,-1.27,12.77,0.08,-245.01,-1.59,5210.61,52.11
251,Entry long,2026-04-13 16:57,DLY_L,2232.89,6.8997,15406.27113,-195.69,-1.27,12.77,0.08,-245.01,-1.59,5210.61,52.11
252,Exit long,2026-04-14 06:30,SL,2365.43,6.5506,15210.4932,275.28,1.81,479.2,3.15,-27.16,-0.18,5485.89,54.86
252,Entry long,2026-04-14 00:24,DLY_L,2322,6.5506,15210.4932,275.28,1.81,479.2,3.15,-27.16,-0.18,5485.89,54.86
253,Exit short,2026-04-16 15:51,TP1,2310.3,0.664,1548.4812,13.52,0.87,14.92,0.96,-1.46,-0.09,5495.23,54.95
253,Entry short,2026-04-16 15:45,IMP_S,2332.05,0.664,1548.4812,13.52,0.87,14.92,0.96,-1.46,-0.09,5495.23,54.95
254,Exit short,2026-04-16 15:54,TP2,2305.05,5.9764,13937.26362,153.05,1.10,259.08,1.86,-13.15,-0.09,5652.46,56.52
254,Entry short,2026-04-16 15:45,IMP_S,2332.05,5.9764,13937.26362,153.05,1.10,259.08,1.86,-13.15,-0.09,5652.46,56.52
255,Exit long,2026-04-20 16:39,SL,2295.74,6.7572,15652.31051,-148.89,-0.95,1.25,0.01,-154.64,-0.99,5503.57,55.04
255,Entry long,2026-04-20 16:24,IMP_L,2316.39,6.7572,15652.31051,-148.89,-0.95,1.25,0.01,-154.64,-0.99,5503.57,55.04
256,Exit short,2026-04-27 17:03,TP1,2299.79,0.6715,1550.34577,5.11,0.33,11.18,0.72,-1.65,-0.11,5504.49,55.04
256,Entry short,2026-04-27 17:00,IMP_S,2308.78,0.6715,1550.34577,5.11,0.33,11.18,0.72,-1.65,-0.11,5504.49,55.04
257,Exit short,2026-04-27 17:18,TP2,2283.67,6.0435,13953.11193,143.43,1.03,181.83,1.30,-14.88,-0.11,5652.1,56.52
257,Entry short,2026-04-27 17:00,IMP_S,2308.78,6.0435,13953.11193,143.43,1.03,181.83,1.30,-14.88,-0.11,5652.1,56.52
258,Exit long,2026-04-29 04:30,SL,2284.83,6.8241,15652.02872,-69.49,-0.44,2.2,0.01,-76.42,-0.49,5582.61,55.83
258,Entry long,2026-04-29 03:48,IMP_L,2293.64,6.8241,15652.02872,-69.49,-0.44,2.2,0.01,-76.42,-0.49,5582.61,55.83
259,Exit short,2026-04-29 22:03,SL,2235.66,6.961,15582.47694,10.7,0.07,132.53,0.85,-38.23,-0.25,5593.32,55.93
259,Entry short,2026-04-29 20:18,DLY_S,2238.54,6.961,15582.47694,10.7,0.07,132.53,0.85,-38.23,-0.25,5593.32,55.93
260,Exit long,2026-05-04 00:09,TP1,2339.96,0.6683,1559.1439,3.71,0.24,4.65,0.30,-0.58,-0.04,5592.82,55.93
260,Entry long,2026-05-04 00:06,DLY_L,2333,0.6683,1559.1439,3.71,0.24,4.65,0.30,-0.58,-0.04,5592.82,55.93
261,Exit long,2026-05-04 00:12,TP2,2346.99,6.0155,14034.1615,75.71,0.54,113.81,0.81,-5.23,-0.04,5672.74,56.73
261,Entry long,2026-05-04 00:06,DLY_L,2333,6.0155,14034.1615,75.71,0.54,113.81,0.81,-5.23,-0.04,5672.74,56.73
262,Exit short,2026-05-08 15:06,TP1,2280,0.6861,1567.18962,1.94,0.12,3.78,0.24,-3.32,-0.21,5670.45,56.70
262,Entry short,2026-05-08 14:48,IMP_S,2284.2,0.6861,1567.18962,1.94,0.12,3.78,0.24,-3.32,-0.21,5670.45,56.70
263,Exit short,2026-05-08 15:27,TP2,2273.11,6.1752,14105.39184,60.04,0.43,71.04,0.50,-29.86,-0.21,5734.72,57.35
263,Entry short,2026-05-08 14:48,IMP_S,2284.2,6.1752,14105.39184,60.04,0.43,71.04,0.50,-29.86,-0.21,5734.72,57.35
264,Exit long,2026-05-09 18:03,TP1,2318.03,0.6801,1573.438554,2.11,0.13,3.08,0.20,-1.38,-0.09,5732.58,57.33
264,Entry long,2026-05-09 17:36,IMP_L,2313.54,0.6801,1573.438554,2.11,0.13,3.08,0.20,-1.38,-0.09,5732.58,57.33
265,Exit long,2026-05-09 18:15,TP2,2322.78,6.121,14161.17834,48.04,0.34,52.37,0.37,-12.45,-0.09,5784.88,57.85
265,Entry long,2026-05-09 17:36,IMP_L,2313.54,6.121,14161.17834,48.04,0.34,52.37,0.37,-12.45,-0.09,5784.88,57.85
266,Exit short,2026-05-14 16:18,SL,2262.8,7.0201,15784.69485,-109.89,-0.70,19.76,0.13,-120.57,-0.76,5674.99,56.75
266,Entry short,2026-05-14 15:33,IMP_S,2248.5,7.0201,15784.69485,-109.89,-0.70,19.76,0.13,-120.57,-0.76,5674.99,56.75
